Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Verseuchte Kerrigan /// Kerrigan Infested
Conversation/zEvoMission_Ultralisk/Line00030=Diese Brücke wird von Ligatruppen bewacht. Rückt vor, sichert den Zugang. /// The bridge is guarded by [Serious]Dominion forces. Move forward, secure the passage.[/Serious]
Conversation/zEvoMission_Ultralisk/Line00031=Ultralisken! /// Ultralisks incoming!
Conversation/zEvoMission_Ultralisk/Line00032=Feuert den Sprengkopf ab, sofort! /// Fire the warhead, now.
Conversation/zEvoMission_Ultralisk/Line00033=Sir, er wurde noch nicht einmal getestet! Wir haben keine Ahnung, was dabei ... /// Sir, it's still experimental! We don't know what it'll--
Conversation/zEvoMission_Ultralisk/Line00034=Ich kann mich nicht erinnern, um einen Fortschrittsbericht gebeten zu haben. Feuern Sie den verdammten Sprengkopf ab, sofort! /// I don't recall asking for a progress report. Fire the damn warhead, now!
Conversation/zEvoMission_Ultralisk/Line00035=Analysiere Schaden. Radioaktive Verbindung infiziert Ultralisk. /// Analyzing damage. Radioactive compound infecting ultralisk.
Conversation/zEvoMission_Ultralisk/Line00036=Integriere in verkümmerten Evolutionspfad. /// Integrating with atrophied evolutionary path.
Conversation/zEvoMission_Ultralisk/Line00037=Haltet sie auf! /// Stop them!
Conversation/zEvoMission_Ultralisk/Line00038=Was sind das für hässliche Biester? /// What are these ugly things?
Conversation/zEvoMission_Ultralisk/Line00039=Kommt, traut euch! Niemand besiegt den Donnergott! /// Come get some! Nothing brings down a thunder god!
Conversation/zEvoMission_Ultralisk/Line00040=Ah, meine Augen! /// It's in my eyes!
Conversation/zEvoMission_Ultralisk/Line00041=Bringt die Situation wieder unter Kontrolle, und zwar sofort! /// I want this facility under control, now!
Conversation/zEvoMission_Ultralisk/Line00042=Er steht wieder auf! Das darf doch nicht wahr sein! /// It got back up! Oh, that ain't right!
Conversation/zEvoMission_Ultralisk/Line00043=Mein Auto! Ich hab gerade erst die letzte Rate bezahlt! /// My car, man! I just paid that thing off!
Conversation/zEvoMission_Ultralisk/Line00044=Mach was draus. /// Make use of it.
Conversation/zEvoMission_Ultralisk/Line00045=Noch ein Sprengkopf! /// Another warhead!
Conversation/zEvoMission_Ultralisk/Line00046=Jedesmal, wenn deine Wanzen sich wieder aufrappeln, werden sie noch einen Sprengkopf fressen! /// Every time your animals get back up, I'll put them down with a warhead!
Conversation/zEvoMission_Ultralisk/Line00047=Ich werde diese Stadt zu einer verstrahlten Ruine machen, wenn es sein muss. Noch ein Sprengkopf! /// I will turn this city into a radiated ruin if I have to. [Angry 80]Another warhead![/Angry]
Conversation/zEvoMission_Ultralisk/Line00048=Ich will einen weiteren Sprengkopf auf die Position dieser Monster! Vernichtet sie, ein für alle Mal. /// I want another warhead inbound on those monsters! Put them down, and keep them down!
Conversation/zEvoMission_Ultralisk/Line00049=Vernichtet sie, ein für alle Mal. /// Put those monsters down, and keep them down!
Conversation/zEvoMission_Ultralisk/Line00050=Dort. Zerstöre den Generator und befreie die Ultralisken. /// [Surprise 60]There. [/Surprise][Serious]Destroy that containment cell and free those ultralisks.[/Serious]
Conversation/zEvoMission_Ultralisk/Line00051=Bei Tod entsteht Kokon. Wird unmittelbar wiederbelebt. /// Cocoon forms upon death. Will revive momentarily.
Conversation/zEvoMission_Ultralisk/Line00052=Sir, der ist noch in der Testphase! Wir haben keine Ahnung, was passieren wird! /// Sir, it's still experimental! We don't know what it'll do!
Conversation/zEvoMission_Ultralisk/Line00053=Feuern Sie den verdammten Sprengkopf ab, sofort! /// Fire the damn warhead, now!
Conversation/zEvoMission_Ultralisk/Line00054=Weitere Ultralisken, warten auf Befehle. /// More ultralisks, ready for command.
Conversation/zEvoMission_Ultralisk/Line00055=Zusätzliche Ultralisken befreit. /// Additional ultralisks freed.
Conversation/zEvoMission_Zergling/Comment00001=Ausreichend DNS sammeln /// Collect enough DNA
Conversation/zEvoMission_Zergling/Comment00002=Zerglinge spinnen sich in Kokons ein /// Zerglings cocoon up.
Conversation/zEvoMission_Zergling/Comment00003=Ende /// Ending
Conversation/zEvoMission_Zergling/Comment00004=Variationen eingehender Angriffe /// Incoming attack variations.
Conversation/zEvoMission_Zergling/Comment00005=Angreiferwelle zerstört /// Attack wave destroyed
Conversation/zEvoMission_Zergling/Comment00006=Basis der Liga wird angegriffen. /// Dominion base being attacked.
Conversation/zEvoMission_Zergling/Comment00007=Beschreibung /// Description
Conversation/zEvoMission_Zergling/Comment00008=Mission Start /// Morph Swarmlings
Conversation/zEvoMission_Zergling/Comment00009=Brutstättenerweiterung 1 erhalten /// Hatchery expansion 1 gained.
Conversation/zEvoMission_Zergling/Comment00010=Brutstättenerweiterung 2 erhalten /// Hatchery expansion 2 gained.
Conversation/zEvoMission_Zergling/Comment00011=Greife Space-Marines an. /// Attacking Marines.
Conversation/zEvoMission_Zergling/Comment00012=Missionsbeginn /// Mission Start
Conversation/zEvoMission_Zergling/Comment00013=Wenn das letzte Gebäude zerstört wird. /// Once final building is killed.
Conversation/zEvoMission_Zergling/Comment00014=Zu lange warten /// Wait around too long.
Conversation/zEvoMission_Zergling/Comment00015=Nicht abspielen, stattdessen abspielen: /// Not playing this playing
Conversation/zEvoMission_Zergling/Comment00016=Angriffswelle nähert sich /// Attack wave incoming
Conversation/zEvoMission_Zergling/Comment00017=Der Spieler verliert zu viele Zerglinge. /// Player loses too many zerglings.
Conversation/zEvoMission_Zergling/Comment00018=Schicke mehr. /// Sending more
Conversation/zEvoMission_Zergling/Group00001=zEvoMission_Zergling /// zEvoMission_Zergling
Conversation/zEvoMission_Zergling/Group00002=VERALTET /// OBSOLETE
Conversation/zEvoMission_Zergling/Group00003=Raptor /// Raptor
Conversation/zEvoMission_Zergling/Group00004=Schwarmling /// Swarmling
Conversation/zEvoMission_Zergling/Line00002=Essenz erlangt. Neue Sequenz in Zergling-Strang verwoben. /// Essence acquired. New sequence spun into zergling strand.
Conversation/zEvoMission_Zergling/Line00003=Gut. Dann wollen wir sie mal in Aktion sehen. /// [Serious]Good. [/Serious]Let's see them in action.
Conversation/zEvoMission_Zergling/Line00007=Schicke jetzt weitere Zerglinge. /// Delivering additional zerglings now.
Conversation/zEvoMission_Zergling/Line00008=Liga vernichtet. Schwarmling-Test abgeschlossen. /// Dominion dead. Swarmling test concluded.
Conversation/zEvoMission_Zergling/Line00009=Muss Sequenzen für Schwarmintegration vorbereiten. Kehre in Evolutionsgrube zurück. /// Must prepare sequences for Swarm integration. Returning to evolution pit.
Conversation/zEvoMission_Zergling/Line00010=Liga eingetroffen. Feindlich. /// Dominion has arrived. Hostile.
Conversation/zEvoMission_Zergling/Line00011=Schneller als erwartet. Dann wollen wir mal sehen, wie sie kämpfen. /// Faster than I expected. Let's see them fight.
Conversation/zEvoMission_Zergling/Line00012=Verbesserte Zerglinge, kampfbereit. /// Augmented zerglings, ready for combat.
Conversation/zEvoMission_Zergling/Line00014=Liga greift an. /// Dominion attacking.
Conversation/zEvoMission_Zergling/Line00015=Liga nähert sich. Larven zu Schwarmling-Gattung morphen. /// Dominion incoming. Morph larvae into swarmling strain.
Conversation/zEvoMission_Zergling/Line00016=Weitere Liga-Streitkräfte. Greifen an. /// More Dominion. Attacking.
Conversation/zEvoMission_Zergling/Line00018=Dann braucht ihr ja nicht mal zu zielen! /// Then shoot everywhere!
Conversation/zEvoMission_Zergling/Line00019=Sie sind überall! /// They're everywhere!
Conversation/zEvoMission_Zergling/Line00022=Außenposten zerstört. Nächste Gattung bereit für Test. /// Outpost destroyed. Next strain ready for testing.
Conversation/zEvoMission_Zergling/Line00023=Gut. Dann wollen wir sie mal in Aktion sehen. /// [Serious]Good. [/Serious]Let's see them in action.
Conversation/zEvoMission_Zergling/Line00024=Schneller als erwartet. Dann wollen wir mal sehen, wie sie kämpfen. /// Faster than I expected. Let's see them fight.
Conversation/zEvoMission_Zergling/Line00027=Gattung Raptor: Springt auf Feinde zu. Überwindet Klippen. /// Raptor strain: leaps to close on enemy. Scales cliffs.
Conversation/zEvoMission_Zergling/Line00028=Gattung Schwarmling: Schlüpft schnell. Drei aus einem Ei. Überrennt Feinde. /// Swarmling strain: hatches quickly. Three from single egg. Overwhelms foes.
Conversation/zEvoMission_Zergling/Line00030=Mehr Larven an Brutstätte. Kann zusätzliche Zerglinge morphen. /// More larvae at hatcheries. Can morph additional zerglings.
Conversation/zEvoMission_Zergling/Line00031=Noch eine Brutstätte. Zeit für weitere Schwarmlinge. /// Another hatchery. Time for some more swarmlings.
Conversation/zEvoMission_Zergling/Line00032=Noch eine Brutstätte. Zeit für weitere Schwarmlinge. /// Another hatchery. Time for some more swarmlings.
Conversation/zEvoMission_Zergling/Line00033=Es sind einfach zu viele! /// There's just too many!
Conversation/zEvoMission_Zergling/Line00034=Ruft Verstärkung! /// Call for backup!
Conversation/zEvoMission_Zergling/Line00039=Angreifer eliminiert. Bereit, weitere Zerglinge zu morphen. Basis zerstören. /// Attackers eliminated. Ready to morph additional zerglings. Destroy base.
Conversation/zEvoMission_Zergling/Line00058=Wir registrieren weitere Zerg-Biosignaturen auf der Anhöhe. Geht und schaut euch das an. /// We're picking up more zerg biosignatures on the plateau. Go check it out.
Conversation/zEvoMission_Zergling/Line00059=Verwilderte Brutstätten in Gefahr. Zerglinge morphen. /// Feral hatcheries in peril. Morph zerglings.
Conversation/zEvoMission_Zergling/Line00061=Verstanden. /// Copy command.
Conversation/zEvoMission_Zergling/Line00062=Verstärkung durch Zerglinge trifft ein. /// Zergling reinforcements, arriving.
Conversation/zEvoMission_Zergling/Line00063=Mehr Zerglinge. /// More zerglings.
Conversation/zEvoPitch_Baneling/Group00001=zEvoPitch_Baneling /// zEvoPitch_Baneling
Conversation/zEvoPitch_Baneling/Line00001=Kreatur mit mächtiger Essenz entdeckt, gute Anpassung für Berstling. /// Discovered creature with powerful essence, good adaptation for baneling.
Conversation/zEvoPitch_Baneling/Line00002=Berstling-Gattung bereit für Anpassung. /// Baneling strain ready for augmentation.
Conversation/zEvoPitch_Baneling/Line00006=Kreatur besiegen, Essenz assimilieren. Neue Gattung erschaffen. /// Defeat creature, assimilate essence. Create new strain.
Conversation/zEvoPitch_EggMonster/Group00001=zEvoPitch_EggMonster /// zEvoPitch_EggMonster
Conversation/zEvoPitch_EggMonster/Line00001=Kreatur mit nützlichen Sequenzen entdeckt. Ermöglicht Schwarmwirt fliegende Schrecken. /// Discovered creature with beneficial sequences. Allow swarm host to produce flying locusts.
Conversation/zEvoPitch_EggMonster/Line00003=Schwarmwirt-Gattung bereit für Anpassung. /// Swarm host strain ready for augmentation.
Conversation/zEvoPitch_EggMonster/Line00004=Muss einverleiben, Essenz erlangen. Schwarm verbessern. /// Must consume, acquire essence. Improve Swarm.
Conversation/zEvoPitch_Hydralisk/Group00001=zEvoPitch_Hydralisk /// zEvoPitch_Hydralisk
Conversation/zEvoPitch_Hydralisk/Line00001=Hydralisken-Gattung bereit für Anpassung. /// Hydralisk strain ready for augmentation.
Conversation/zEvoPitch_Hydralisk/Line00002=Expeditionsbrut hat uralte Zerg-Essenz im Territorium der Liga entdeckt. /// Expeditionary brood discovered ancient zerg essence in Dominion space.
Conversation/zEvoPitch_Hydralisk/Line00003=Brut wird angegriffen. Zeit begrenzt. /// Brood under attack. Limited time.
Conversation/zEvoPitch_Mutalisk/Group00001=zEvoPitch_Mutalisk /// zEvoPitch_Mutalisk
Conversation/zEvoPitch_Mutalisk/Line00001=Verwilderte Brutlords geortet. /// Located feral brood lords.
Conversation/zEvoPitch_Mutalisk/Line00002=Mutalisken-Gattung bereit für Anpassung. /// Mutalisk strain ready for augmentation.
Conversation/zEvoPitch_Mutalisk/Line00003=Muss Essenz zurückerlangen. Kann mit Mutalisken-Gattung verwoben werden. /// Must re-acquire essence. Can be spun into mutalisk strain.
Conversation/zEvoPitch_Roach/Group00002=zEvoPitch_Roach /// zEvoPitch_Roach
Conversation/zEvoPitch_Roach/Line00001=Muss erlangen. Protoss zerstören. Schwarm verbessern. /// Must acquire. Destroy protoss. Improve Swarm.
Conversation/zEvoPitch_Roach/Line00002=Forschungseinrichtung der Protoss entdeckt. Dortige Experimente nützlich für Weiterentwicklung des Schwarms. /// Protoss research facilities discovered. Experiments within useful to evolve Swarm.
Conversation/zEvoPitch_Roach/Line00003=Schaben-Gattung bereit für Anpassung. /// Roach strain ready for augmentation.
Conversation/zEvoPitch_Ultralisk/Group00001=EvoPitch_Ultralisk /// EvoPitch_Ultralisk
Conversation/zEvoPitch_Ultralisk/Line00001=Labor der Liga auf Korhal entdeckt. Experimentieren an Ultralisken. /// Dominion laboratory discovered on Korhal. Experimenting on ultralisks.
Conversation/zEvoPitch_Ultralisk/Line00002=Kann Forschung gegen sie verwenden. /// Able to turn research against them.
Conversation/zEvoPitch_Ultralisk/Line00003=Ultralisken-Gattung bereit für Anpassung. /// Ultralisk strain ready for augmentation.
Conversation/zEvoPitch_Zergling/Group00001=zEvoPitch_Zergling /// zEvoPitch_Zergling
Conversation/zEvoPitch_Zergling/Line00001=Essenz einsammeln, Zergling anpassen, Außenposten der Liga zerstören. /// Collect essence, adapt zergling, destroy Dominion outpost.
Conversation/zEvoPitch_Zergling/Line00002=Einzigartige Essenz auf Planet der Liga entdeckt. /// Unique essence discovered on Dominion security world.
Conversation/zEvoPitch_Zergling/Line00003=Zergling-Gattung bereit für Anpassung. /// Zergling strain ready for augmentation.
Conversation/zLabArc_Abilities/Comment00001=Erinnerung, Fähigkeiten einzusetzen. /// Reminders to use abilities.
Conversation/zLabArc_Abilities/Group00001=Fähigkeitserinnerungen - VERALTET /// Ability Reminders - OBSOLETE
Conversation/zLabArc_Abilities/Line00001=Ich sollte eine kinetische Welle einsetzen. /// I should use kinetic blast!
Conversation/zLabArc_Abilities/Line00002=Hier bietet sich eine kinetische Welle an. /// This is a good time for a kinetic blast.
Conversation/zLabArc_Abilities/Line00004=Der Typ schreit ja förmlich nach einer kinetischen Welle. /// This guy's begging for a kinetic blast.
Conversation/zLabArc_Abilities/Line00005=Ich kann meinen zerquetschenden Griff einsetzen, um Gegner für eine Weile außer Gefecht zu setzen. /// I can use crushing grip to disable enemies for a while.
Conversation/zLabArc_Abilities/Line00006=Ein zerquetschender Griff könnte jetzt hilfreich sein. /// Crushing grip would be useful, right now.
Conversation/zLabArc_Abilities/Line00007=Ich sollte diese Gegner mit meinem zerquetschenden Griff ausschalten. /// I should disable these enemies with crushing grip.
Conversation/zLabArc_Abilities/Line00008=Ich sollte daran denken, meine Psi-Fähigkeiten zu benutzen. /// Gotta remember to use my psionic abilities.
Conversation/zMission_Char01/Comment00001=Kerrigan steht bei ihren Truppen. Zagara nähert sich. /// Kerrigan stands with her troops. Zagara approaches.
Conversation/zMission_Char01/Comment00002=Die Truppen stürmen auf Zagara los. /// The troops start toward Zagara.
Conversation/zMission_Char01/Comment00003=Die Truppen halten inne. /// The troops stop.
Conversation/zMission_Char01/Comment00004=Wenn Kerrigan stirbt: /// If Kerrigan Dead:
Conversation/zMission_Char01/Comment00005=Anzeige 3 /// Reveal 3
Conversation/zMission_Char01/Comment00006=Warngeräusch! /// Warning Sound!
Conversation/zMission_Char01/Comment00007=Letzter Tod während des Megaangriffs auf Zagaras Basis: /// Final death during Mega Attack on Zagara's base:
Conversation/zMission_Char01/Comment00008=Letzte Wiederbelebung vor dem Megaangriff auf Zagaras Basis: /// Final Revival before Mega Attack on Zagara's base:
Conversation/zMission_Char01/Comment00009=Zagara 1/4 fertig /// Zagara 1/4 done
Conversation/zMission_Char01/Comment00010=Zagara 1/2 fertig /// Zagara 1/2 done
Conversation/zMission_Char01/Comment00011=Zagara 3/4 fertig /// Zagara 3/4 done
Conversation/zMission_Char01/Comment00012=Zagara 90% fertig /// Zagara 90% done
Conversation/zMission_Char01/Comment00013=Kerrigan 1/2 erledigt /// Kerrigan 1/2 done
Conversation/zMission_Char01/Comment00014=Kerrigan 90% erledigt /// Kerrigan 90% done
Conversation/zMission_Char01/Comment00015=Sekundärziel vorstellen. /// Introduce secondary objective.
Conversation/zMission_Char01/Comment00016=Wenn Kerrigan stirbt: /// If Kerrigan Dead:
