Character/Name/ArtanisUI,亞坦尼斯=0
Conversation/zPrerender_ZI/Line00003,就是現在，就在這裡，我要報仇。=930
Conversation/zPrerender_ZI/Line00004,因為我就是刀鋒女皇。=931
Conversation/zPrerender_ZI/Line00005,還是...？=932
Conversation/zPrerender_ZI/Line00006,(screaming)=933
Conversation/zPrerender_ZI/Line00009,(screaming)=934
Conversation/zPrerender_ZI/Line00010,(gasp)=935
Conversation/zPrerender_ZI/Line00011,敵軍必將敗亡，=936
Conversation/zPrerender_ZI/Line00012,星球必成火海。=937
Conversation/zPrerender_ZI/Line00013,就是現在，=938
Conversation/zPrerender_ZI/Line00014,就在這裡，=939
Conversation/zPrerender_ZI/Line00015,我要報仇。=940
ConversationState/Characters/CharAdjutant,副官=941
ConversationState/Characters/CharExecutor,執行官=942
ConversationState/Characters/CharQueen,后蟲=943
ConversationState/Characters/ModUtilityVoice,通用語音=944
VoiceOver/AbathurA/AddOnComplete00,附屬建築，完成。 /// Add-on constructed.=945
VoiceOver/AbathurA/AddOnComplete01,附屬建築，開始運作。 /// Add-on, operational.=946
VoiceOver/AbathurA/AllyBaseUnderAttack00,盟友基地，遭到攻擊。 /// Ally's base, under assault.=947
VoiceOver/AbathurA/AllyUnderAttack00,盟友部隊，開始戰鬥。 /// Allied forces in combat.=948
VoiceOver/AbathurA/BadLZ00,這個區域，無法降落。 /// Unacceptable landing zone.=949
VoiceOver/AbathurA/BaseUnderAttack00,基地，遭到攻擊。 /// Base under siege.=950
VoiceOver/AbathurA/BuildError00,指令，無法接受。 /// Command unacceptable.=951
VoiceOver/AbathurA/BuildErrorProtoss00,那裡，無法躍傳。 /// Cannot warp there.=952
VoiceOver/AbathurA/BuildErrorTerran00,無法在此建造。 /// Cannot build there.=953
VoiceOver/AbathurA/CalldownLaunch00,觀察到核彈發射。 /// Nuclear launch observed.=954
VoiceOver/AbathurA/CalldownLaunch01,核彈，即將發射。 /// Imminent nuclear launch.=955
VoiceOver/AbathurA/CommandCenterUpgraded00,指揮中心，已升級。 /// Command center, upgraded.=956
VoiceOver/AbathurA/ConstructInterrupt00,建造，已中斷。 /// Construction interrupted.=957
VoiceOver/AbathurA/Countdown00,五…四…三…二…一… /// Five... Four... Three... Two... One...=958
VoiceOver/AbathurA/EvolutionComplete00,進化，完成。 /// Evolution complete.=959
VoiceOver/AbathurA/EvolutionComplete01,蟲群，進化了。 /// Swarm has evolved.=960
VoiceOver/AbathurA/ForcesUnderAttack00,蟲群部隊，遭到攻擊。 /// Swarm forces under attack.=961
VoiceOver/AbathurA/ForcesUnderAttackProtoss00,神族部隊，開始戰鬥了。 /// Protoss forces, now in combat.=962
VoiceOver/AbathurA/ForcesUnderAttackTerran00,正在跟敵人交戰。 /// Hostile forces engaged.=963
VoiceOver/AbathurA/GamePaused00,遊戲，暫停。 /// Game paused.=964
VoiceOver/AbathurA/GameResumed00,遊戲，繼續。 /// Game resumed.=965
VoiceOver/AbathurA/GeyserExhausted00,高能瓦斯湧源，已經枯竭。 /// Vespene geyser exhasusted.=966
VoiceOver/AbathurA/GeyserExhausted01,高能瓦斯湧源，耗盡。 /// Vespene geyser, depleted.=967
VoiceOver/AbathurA/LandingInterrupt00,降落區域，受到阻礙。 /// Landing zone, obstructed.=968
VoiceOver/AbathurA/MULEDeployed00,礦騾，部署中。 /// Deploying MULE.=969
VoiceOver/AbathurA/MaxSupply00,不行。不可能。已達到補給上限。 /// No. Not possible. Supply limit reached.=970
VoiceOver/AbathurA/MaxSupply01,蟲群補給值，已達上限。 /// Swarm at maximum supply.=971
VoiceOver/AbathurA/MetamorphosisComplete00,變形，完成。 /// Metamorphosis complete.=972
VoiceOver/AbathurA/MetamorphosisComplete01,變形，即將完成。 /// Completing metamorphosis.=973
VoiceOver/AbathurA/MineralsDepleted00,晶礦場已枯竭。 /// Mineral field exhausted.=974
VoiceOver/AbathurA/MineralsDepleted01,晶礦場，耗盡。 /// Mineral field, depleted.=975
VoiceOver/AbathurA/MineralsDepleted02,晶礦，消耗完畢。 /// Mineral cluster, expended.=976
VoiceOver/AbathurA/MutationComplete00,突變，完畢。 /// Mutation complete.=977
VoiceOver/AbathurA/MutationComplete01,基因序，已編織。蟲群，突變完成。 /// Sequences, spun. Swarm, mutated.=978
VoiceOver/AbathurA/NeedCreep00,放在蟲苔上，才可突變。 /// Must be morphed on creep.=979
VoiceOver/AbathurA/NeedGeyser00,建築必須放在高能瓦斯湧源上。 /// Structure must be placed on vespene geyser.=980
VoiceOver/AbathurA/NeedGeyser01,高能瓦斯湧源，需要突變。 /// Vespene geyser, required for morph.=981
VoiceOver/AbathurA/NeedGeyserProtoss00,必須躍傳到高能瓦斯湧源上。 /// Must be warped on vespene geyser.=982
VoiceOver/AbathurA/NeedGeyserProtoss01,高能瓦斯湧源，躍傳，有必要。 /// Vespene geyser required for warp.=983
VoiceOver/AbathurA/NeedGeyserTerran00,瓦斯精煉廠，需要高能瓦斯湧源。 /// Refinery requires vespene geyser.=984
VoiceOver/AbathurA/NeedGeyserTerran01,需要，高能瓦斯湧源。 /// Vespene geyser required.=985
VoiceOver/AbathurA/NeedMoreFood00,必須孵化更多王蟲。 /// Must spawn more Overlords.=986
VoiceOver/AbathurA/NeedMoreFood01,王蟲，數量不足。 /// Insufficient Overlords.=987
VoiceOver/AbathurA/NeedMoreFood02,王蟲，需要更多。 /// More Overlords required.=988
VoiceOver/AbathurA/NeedMoreFoodProtoss00,必須建造更多水晶塔。 /// Must construct additional pylons.=989
VoiceOver/AbathurA/NeedMoreFoodProtoss01,需要更多水晶塔。 /// Additional pylons required.=990
VoiceOver/AbathurA/NeedMoreFoodProtoss02,補給值不足。水晶塔，效率低落。 /// Inadequate supply. Pylons, inefficient.=991
VoiceOver/AbathurA/NeedMoreFoodTerran00,需要更多的補給站。 /// Additional supply depots required.=992
VoiceOver/AbathurA/NeedMoreFoodTerran01,必須建造更多補給站。 /// Must build more supply depots.=993
VoiceOver/AbathurA/NeedMoreFoodTerran02,補給站，效率低落。王蟲，比較優秀。 /// Supply depots, insufficient. Overlords, superior.=994
VoiceOver/AbathurA/NeedMoreGas00,需要更多高能瓦斯。 /// Additional vespene gas required.=995
VoiceOver/AbathurA/NeedMoreGas01,高能瓦斯，不足。 /// Insufficient vespene gas.=996
VoiceOver/AbathurA/NeedMoreGas02,高能瓦斯，需要更多。 /// Need more vespene gas.=997
VoiceOver/AbathurA/NeedMoreMinerals00,晶礦數量不足。 /// Mineral quantity insufficient.=998
VoiceOver/AbathurA/NeedMoreMinerals01,需要更多晶礦。 /// More minerals required.=999
VoiceOver/AbathurA/NeedMoreMinerals02,晶礦，不足。 /// Not enough minerals.=1000
VoiceOver/AbathurA/NotEnoughEnergy00,能量，不足。 /// Insufficient energy.=1001
VoiceOver/AbathurA/NotEnoughEnergy01,能量，低落。 /// Not enough energy.=1002
VoiceOver/AbathurA/NukeReady00,核彈，裝填完成。 /// Nuclear ordnance, primed.=1003
VoiceOver/AbathurA/NukeReady01,核彈武器，準備發射。 /// Nuclear warhead prepared for launch.=1004
VoiceOver/AbathurA/PlaceInPowerField00,必須放置在能量力場中。 /// Must be placed in power field.=1005
VoiceOver/AbathurA/PylonUnderAttack00,水晶塔，遭到攻擊。 /// Pylon, under assault.=1006
VoiceOver/AbathurA/QueenDeployed00,后蟲孵化成功。 /// Queen birth successful.=1007
VoiceOver/AbathurA/QueenDeployed01,新生后蟲，就緒。 /// Newly birthed queen, ready.=1008
VoiceOver/AbathurA/ResearchComplete00,研發，已完成。 /// Research, completed.=1009
VoiceOver/AbathurA/ResearchComplete01,新科技，已研發。 /// New technology, researched.=1010
VoiceOver/AbathurA/SalvageComplete00,殘骸，已回收。 /// Wreckage salvaged.=1011
VoiceOver/AbathurA/ThorRepaired00,雷神，已修復。 /// Thor, repaired.=1012
VoiceOver/AbathurA/Transmission00,訊息，已接收。 /// Transmission received.=1013
VoiceOver/AbathurA/TumorUnderAttack00,蟲苔瘤，遭到攻擊。 /// Creep Tumor under attack.=1014
VoiceOver/AbathurA/UpgradeComplete00,升級，已完成。 /// Upgrade, completed.=1015
VoiceOver/AbathurA/UpgradeComplete01,部隊，已升級。 /// Army, upgraded.=1016
VoiceOver/AbathurA/WarpInComplete00,躍傳，完成。 /// Warp in, complete.=1017
VoiceOver/AbathurA/WarpInComplete01,躍傳，成功。 /// Warp successful.=1018
VoiceOver/AbathurA/WorkersUnderAttack00,工蟲，遭到攻擊。 /// Drones under attack.=1019
VoiceOver/AbathurA/WorkersUnderAttack01,敵人，在攻擊工蟲。 /// Enemy, assaulting drones.=1020
VoiceOver/AbathurA/WorkersUnderAttackProtoss00,探測機遭到攻擊。 /// Probes under attack.=1021
VoiceOver/AbathurA/WorkersUnderAttackProtoss01,敵人，在攻擊探測機。 /// Enemy assaulting probes.=1022
VoiceOver/AbathurA/WorkersUnderAttackTerran00,太空工程車遭到攻擊。 /// SCVs under attack.=1023
VoiceOver/AbathurA/WorkersUnderAttackTerran01,敵人，在攻擊太空工程車。 /// Enemy attacking SCVs.=1024
VoiceOver/AlarakA/AddOnComplete00,那座沒什麼用的附屬建築完工了。 /// Your little add-on is complete.=1025
VoiceOver/AlarakA/AddOnComplete01,附屬建築完工，這東西到底有什麼用。 /// Add-on complete, for what little good it does.=1026
VoiceOver/AlarakA/AllyBaseUnderAttack00,盟友的基地遭受攻擊。 /// Your ally's base is besieged.=1027
VoiceOver/AlarakA/AllyUnderAttack00,你的盟友拋下你，自己開戰了。 /// Your allies have entered combat without you.=1028
VoiceOver/AlarakA/BadLZ00,你的工程師真不會挑降落的地點。 /// Your engineers are too inept to land there.=1029
VoiceOver/AlarakA/BaseUnderAttack00,你的星核遭受攻擊。 /// Your base is under assault.=1030
VoiceOver/AlarakA/BuildError00,蠢貨，不能躍傳到這裡。 /// Did you think you could warp there?=1031
VoiceOver/AlarakA/BuildErrorTerran00,建築不能蓋在那裡。 /// It is impossible to build there.=1032
VoiceOver/AlarakA/BuildErrorZerg00,辦不到。 /// Impossible.=1033
VoiceOver/AlarakA/CalldownLaunch00,啊，這就是人類最有名的核彈？真是有趣。 /// Ah, the famed terran nuke. Such a quaint weapon.=1034
VoiceOver/AlarakA/CalldownLaunch01,毫無羞恥心的人類發射核彈了。 /// The terrans have brazenly launched a nuke.=1035
