Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
VoiceOver/DVaA/MaxSupply00,У тебя армия на максимум. Двигай в атаку и побеждай! /// You're at max supply. Attack move to win.=1581
VoiceOver/DVaA/MaxSupply01,Ого, в кап ресурсов упираешься. Надо с этим что-то делать! /// Wow, you're capped out. Time to make some room!=1582
VoiceOver/DVaA/MetamorphosisComplete00,Превращение завершено. Ниче так получилось. /// Metamorphosis complete. 완전 멋져!=1583
VoiceOver/DVaA/MetamorphosisComplete01,Превращение готово. /// Metamorphosis is done.=1584
VoiceOver/DVaA/MetamorphosisComplete02,Превращение завершено. /// Metamorphosis complete.=1585
VoiceOver/DVaA/MineralsDepleted00,Месторождение минералов выработано. /// Mineral field depleted.=1586
VoiceOver/DVaA/MineralsDepleted01,Месторождению конец. Мы такими темпами все до лэйта затянем. /// That mineral field's gone. Looks like we're going to the late game.=1587
VoiceOver/DVaA/MineralsDepleted02,Месторождение кончилось. Надеюсь, тебе есть, куда расшириться. /// That field's been mined out. Hope you have an expansion!=1588
VoiceOver/DVaA/MutationComplete00,Мутация завершена. Зачет! /// Mutation complete. So creative!=1589
VoiceOver/DVaA/MutationComplete01,Мутация завершена. Госу-у-у! /// Gosu mutation!=1590
VoiceOver/DVaA/MutationComplete02,Мутация завершена. /// Mutation complete.=1591
VoiceOver/DVaA/NeedCreep00,Для этого нужна слизь. Самое слабое место зергов. /// That requires creep. Zerg's one weakness!=1592
VoiceOver/DVaA/NeedCreep01,Зергам для этого слизь нужна. Они ж не НАСТОЛЬКО имба. /// Zerg can't do that without creep. They're not THAT OP.=1593
VoiceOver/DVaA/NeedCreep02,Мы можем строить только на слизи. /// We must place that on creep.=1594
VoiceOver/DVaA/NeedGeyser00,А для этого разве не нужен гейзер? /// Don't you need a geyser for that?=1595
VoiceOver/DVaA/NeedGeyser01,Для этого гейзер нужен, точно говорю! /// Pretty sure that requires a geyser.=1596
VoiceOver/DVaA/NeedMoreFood00,Нужны дополнительные хранилища. /// Additional supply depots required.=1597
VoiceOver/DVaA/NeedMoreFood01,Тебе нужно больше хранилищ! /// You need more supply depots!=1598
VoiceOver/DVaA/NeedMoreFood02,Припасы кончились. Построй еще хранилищ! /// You're out of supply! Build more depots!=1599
VoiceOver/DVaA/NeedMoreFoodProtoss00,Тебе нужно построить больше пилонов. /// You must construct additional pylons.=1600
VoiceOver/DVaA/NeedMoreFoodProtoss01,Мало припасов! Тыкни по зонду и построй пилон! /// You're out of supply! Probes and pylons!=1601
VoiceOver/DVaA/NeedMoreFoodProtoss02,Строй больше пилонов. Хоть прокси поставь, я не знаю. /// Warp in more pylons. Try for a proxy, maybe.=1602
VoiceOver/DVaA/NeedMoreFoodZerg00,ОМГ, да наделай уже надзирателей. /// OMG, spawn more overlords.=1603
VoiceOver/DVaA/NeedMoreFoodZerg01,Тебе нужно больше надзирателей. /// You're gonna need more overlords.=1604
VoiceOver/DVaA/NeedMoreFoodZerg02,Эй, ты в припасы упираешься. Больше надзирателей! /// You're supply blocked! More overlords, please!=1605
VoiceOver/DVaA/NeedMoreFoodZerg03,Породи больше надзирателей. /// Spawn more overlords.=1606
VoiceOver/DVaA/NeedMoreGas00,Не хватает веспена. /// Insufficient vespene gas.=1607
VoiceOver/DVaA/NeedMoreGas01,Мало газа. Может, пора расшириться? /// Need more vepsene gas. Might be time to expand.=1608
VoiceOver/DVaA/NeedMoreGas02,Тебе не хватает веспена! /// Not enough vespene gas!=1609
VoiceOver/DVaA/NeedMoreGas03,Нужно больше веспена. /// You require more vespene gas.=1610
VoiceOver/DVaA/NeedMoreMinerals00,Мало минералов. /// Not enough minerals.=1611
VoiceOver/DVaA/NeedMoreMinerals01,Месторождений полно, а минералов не хватает! /// Need more minerals. But there are plenty of rocks!=1612
VoiceOver/DVaA/NeedMoreMinerals02,Минералов не хватает. У тебя что, все рабочие на одной друзе? /// You're short on minerals. Are you saturated yet?=1613
VoiceOver/DVaA/NeedMoreMinerals03,У тебя мало минералов. /// You have not enough minerals.=1614
VoiceOver/DVaA/NeedMoreMinerals04,Нам нужно больше минералов. /// We require more minerals.=1615
VoiceOver/DVaA/NotEnoughEnergy00,Недостаточно энергии. /// Not enough energy.=1616
VoiceOver/DVaA/NotEnoughEnergy01,Мало энергии. У тебя там вообще все на автокасте? /// Need more energy! Are you auto-casting?=1617
VoiceOver/DVaA/NukeReady00,Ядерка готова! Попробуй-ка занерфи! /// Nuke's ready! Nerf this!=1618
VoiceOver/DVaA/NukeReady01,У нас есть ядерка! ОП! /// We have a nuke! OP!=1619
VoiceOver/DVaA/NukeReady02,Ядерная ракета готова. /// Nuclear missile ready.=1620
VoiceOver/DVaA/PlaceInPowerField00,Для этого нужно энергетическое поле. Единственный недостаток протоссов. /// Protoss need a power field for that. Their one weakness!=1621
VoiceOver/DVaA/PlaceInPowerField01,Для этого нужно энергетическое поле. Чушь какая-то, имхо! /// That needs a power field. 아우 귀찮아!=1622
VoiceOver/DVaA/PlaceInPowerField02,Это нужно разместить в энергетическом поле. /// You must place that in a power field.=1623
VoiceOver/DVaA/PylonUnderAttack00,Тебе пилон сносят. По классике пошли. /// They're going after a pylon. A classic tactic.=1624
VoiceOver/DVaA/PylonUnderAttack01,Пилон атакуют. Запасные хоть есть? /// Pylon under attack. Did you warp in a backup?=1625
VoiceOver/DVaA/QueenDeployed00,Королева готова. Ну, пошел нагиб. /// Queen's ready! Here comes a new challenger!=1626
VoiceOver/DVaA/QueenDeployed01,У тебя новая королева. Давай, покажи скилл! /// You have a new queen. Show me those skills!=1627
VoiceOver/DVaA/ResearchComplete00,Исследование завершено. /// Research complete.=1628
VoiceOver/DVaA/ResearchComplete01,Мой папаня всегда первым делом разрабатывал это. /// My dad always researches that one!=1629
VoiceOver/DVaA/ResearchComplete02,Разработка завершена. Имба какая-то, как по мне. /// Research is done! That one's been imba for years.=1630
VoiceOver/DVaA/SalvageComplete00,Демонтаж завершен. Круто ресурсами ворочаешь! /// Salvage complete. Great economy management!=1631
VoiceOver/DVaA/ThorRepaired00,«Тор» починился. Ему бы еще самоуничтожение замутить. /// Your thor's repaired! But I wish it could self-destruct.=1632
VoiceOver/DVaA/Transmission00,Получаю сообщение. /// Incoming transmission.=1633
VoiceOver/DVaA/TumorUnderAttack00,Нам опухоли сносят. Ниче так, стратежно. /// Your creep tumor's under attack. Nice strategy.=1634
VoiceOver/DVaA/TumorUnderAttack01,Враги атакуют опухоль. Так ты карту слизью не покроешь. /// They're attacking a creep tumor. So much for your creep spread.=1635
VoiceOver/DVaA/UpgradeComplete00,Улучшение завершено. /// Upgrade complete.=1636
VoiceOver/DVaA/UpgradeComplete01,Улучшение готово! Круто! /// Upgrade's done! 좋았어!=1637
VoiceOver/DVaA/UpgradeComplete02,Это улучшение пригодится твоим юнитам! /// This upgrade makes your units stronger!=1638
VoiceOver/DVaA/WarpInComplete00,Вызов завершен! БУМ! /// Warp in complete. Boom!=1639
VoiceOver/DVaA/WarpInComplete01,Вызов завершен. Протоссы – такая имба! /// Warp in successful. Protoss are so OP.=1640
VoiceOver/DVaA/WorkersUnderAttack00,Враг пускает твоих КСМ на запчасти. /// Your SCVs are getting wrecked!=1641
VoiceOver/DVaA/WorkersUnderAttack01,Противник тебе КСМы решил похаррасить. /// They're harassing your SCVs.=1642
VoiceOver/DVaA/WorkersUnderAttack02,Наши КСМ атакованы! /// Our SCVs are under attack.=1643
VoiceOver/DVaA/WorkersUnderAttackProtoss00,Кто-то овнит твои зонды! /// Your probes are getting owned!=1644
VoiceOver/DVaA/WorkersUnderAttackProtoss01,На твои зонды напали! /// Your probes are under attack!=1645
VoiceOver/DVaA/WorkersUnderAttackProtoss02,На твои зонды напали! Следи за ними! /// They're attacking your probes! Watch your mineral line!=1646
VoiceOver/DVaA/WorkersUnderAttackZerg00,На рабочих напали. Харрасеры чертовы. /// Your drones are under attack. Talk about BM!=1647
VoiceOver/DVaA/WorkersUnderAttackZerg01,Враг у тебя на базе, убивает твоих рабочих. /// They're in your base, killing your drones.=1648
VoiceOver/Day9Announcer/AddOnComplete00,Add-on complete.=1649
VoiceOver/Day9Announcer/AddOnComplete01,Add-on complete. You may now play musical buildings.=1650
VoiceOver/Day9Announcer/AddOnComplete02,The add-on completed at the building you're probably about to lift off.=1651
VoiceOver/Day9Announcer/AddOnComplete03,You are the proud owner of a new baby add-on.=1652
VoiceOver/Day9Announcer/AllyBaseUnderAttack00,Your ally's base is besieged.=1653
VoiceOver/Day9Announcer/AllyBaseUnderAttack01,Your ally seems to have forgotten to protect their base. Can you remember to?=1654
VoiceOver/Day9Announcer/AllyBaseUnderAttack02,Your ally's base is under attack. Ask them to lose it slowly.=1655
