Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Isza /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stiukow /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Zainfekowana Kerrigan /// Kerrigan Infested
Conversation/zMission_Char02/Line00035=Kerrigan, tu Warfield. Wiem, że mnie słyszysz. Mam dla ciebie wiadomość: /// [Serious]Kerrigan[/Serious], this is Warfield. [Serious]I know you can hear me.[/Serious] I have a message for you:
Conversation/zMission_Char02/Line00036=Weź ze sobą wszystko, co masz. Cały rój. Nie chcę potem ganiać za niedobitkami. /// [Serious]Bring everything you have. Bring your whole Swarm. [/Serious][Serious]I don't want to hunt down stragglers after we [/Serious][Angry]wipe you out.[/Angry]
Conversation/zMission_Char02/Line00037=Zobaczymy się na Płaskowyżu Nieustraszonych, starcze... /// I'll see [Angry 70]you [/Angry]on the Dauntless Plateau, old man.
Conversation/zMission_Char02/Line00038=Powinieneś był pozostać na emeryturze, Warfield. /// You should have stayed in retirement, Warfield.
Conversation/zMission_Char02/Line00039=Char jest moje, starcze. Uciekaj, póki możesz! /// [Happy 70]Char is mine, old man.[/Happy][Serious] Get out while you can![/Serious]
Conversation/zMission_Char02/Line00040=Nie powstrzymasz mnie, Warfield. Roju nie można powstrzymać! /// You can't stop me, Warfield. [Serious]You can't stop the Swarm![/Serious]
Conversation/zMission_Char02/Line00041=Już raz cię pokonaliśmy na Char. Możemy to powtórzyć! /// We beat you on Char before. We can do it again!
Conversation/zMission_Char02/Line00042=Zdobyłem tę planetę w imieniu Dominium Terran. Nie oddam jej! /// I claimed this planet in the name of the Terran Dominion. [Angry 70]I'm not gonna lose it![/Angry]
Conversation/zMission_Char02/Line00043=Zobaczymy, jak poradzisz sobie ze mną bez artefaktu xel'naga! /// Let's see how you do against me without the xel'naga artifact!
Conversation/zMission_Char02/Line00044=Jesteś tchórzem, Kerrigan. Zdrajczynią ludzkości! /// You're a coward, Kerrigan. A traitor to humanity!
Conversation/zMission_Char02/Line00045=W tym wąwozie jest mnóstwo kości... a wszystkie zergów. Niedługo do nich dołączysz! /// Lots of bones in that trench, all zerg. You'll join them soon enough!
Conversation/zMission_Char02/Line00046=Hydraliski! Nie poradzą sobie z gorgoną, ale przydadzą się w roju. /// Hydralisks! They can't take on the gorgon, but they are good to have in the Swarm.
Conversation/zMission_Char02/Line00047=Zaraz cię zniszczę, Kerrigan! /// I'm about to destroy you, Kerrigan!
Conversation/zMission_Char02/Line00048=Gorgona zbliża się do skupiska uli! /// A Gorgon approaches our hive cluster!
Conversation/zMission_Char02/Line00049=Gorgona zaraz dotrze do skupiska. Potrzebne nam kolejne gniazdo zmory! /// [Surprise 80]That Gorgon is almost to the hive cluster.[/Surprise] We need another Scourge Nest!
Conversation/zMission_Char02/Line00050=Grupa uderzeniowa, zniszczyć gniazdo zmory! /// Strike team, take out that Scourge Nest!
Conversation/zMission_Char02/Line00051=Wysłać grupę uderzeniową do gniazda zmory, zanim aktywują je zergi! /// Get a strike team to that Scourge Nest before the zerg activate it!
Conversation/zMission_Char02/Line00052=Generał Warfield wysyła ludzi do zniszczenia gniazda zmory. /// General Warfield is sending a team to destroy a scourge nest.
Conversation/zMission_Char02/Line00053=Gniazdo zmory jest atakowane. /// A scourge nest is under attack.
Conversation/zMission_Char02/Line00054=Zrzucić kapsuły desantowe! /// Deploy drop-pods!
Conversation/zMission_Char02/Line00055=Te okręty są ogromne! Nic dziwnego, że Warfield może wysłać tylko jeden do wąwozu. /// [Surprise 90]That ship is huge![/Surprise] No wonder Warfield can't deploy two of them into the trench at once.
Conversation/zMission_Char02/Line00056=Nasze gniazdo zmory już czeka w gotowości. /// We've already got a scourge nest ready and waiting.
Conversation/zMission_Char02/Line00057=Oby wystarczyło do zniszczenia gorgony. /// I just hope it is enough to destroy the gorgon.
Conversation/zMission_Char02/Line00058=Wystarczy mu jeden. /// He only needs one.
Conversation/zMission_Char02/Line00059=Biomasa dotarła do kolejnego gniazda zmory! Budzi ją! /// The creep has reached another scourge nest! It awakens!
Conversation/zMission_Char02/Line00060=Kolejna zmora się budzi. /// Another scourge nest awakens.
Conversation/zMission_Char02/Line00061=Biomasa dotarła do kolejnego gniazda zmory! /// The creep has reached another nest!
Conversation/zMission_Char02/Line00062=Objęliśmy biomasą kolejne gniazdo zmory! /// We have spread creep to another scourge nest!
Conversation/zMission_Char02/Line00063=Do ataku! /// Fire!
Conversation/zMission_Char02/Line00064=Twój okręt ledwo zdążył oderwać się od ziemi! /// That one barely got off the ground, Warfield!
Conversation/zMission_Char02/Line00065=Twoje gorgony spadają, zanim na dobre się wzbiją, Warfield! /// [Surprise 70]Your Gorgons[/Surprise][Happy 75] are burning before they even reach the skies, Warfield![/Happy]
Conversation/zMission_Char02/Line00066=Obudziłaś dwa gniazda naraz! Jak to możliwe, że tak dobrze kontrolujesz biomasę? /// You have awoken two scourge nests at once! How do you control creep so well?
Conversation/zMission_Char02/Line00067=Ostatnim razem terranie wysłali dwa zamaskowane okręty i zniszczyli mój ul. /// Last time, the terrans sent cloaked aircraft and destroyed my hive cluster.
Conversation/zMission_Char02/Line00068=Zjawy. Natychmiast zakorzenić pełzacze zarodnikowe! /// Wraiths. Get those spore crawlers rooted in the ground now!
Conversation/zMission_Char02/Line00069=Zjawy. Natychmiast zakorzenić pełzacza zarodnikowego! /// Wraiths. Get that spore crawler rooted in the ground now!
Conversation/zMission_Char02/Line00070=Wypalacze palą ciała... ale wśród martwych wyczuwam żywego zerga! Zabić wypalaczy! /// Those firebats are burning corpses... [Serious]but I sense some living zerg among the dead![/Serious] [Angry]Kill the firebats![/Angry]
Conversation/zMission_Char02/Line00072=Szybko, obejmij gniazda zmory biomasą, żebyśmy mogli postawić przy nich tumory! /// Hurry, spread creep to those Scourge Nests so we can place a creep tumor by them!
Conversation/zMission_Char02/Line00073=Nasze gniazdo zmory już czeka w gotowości. /// Our scourge nest is ready and waiting.
Conversation/zMission_Char02/Line00074=Wystarczyło. /// It is.
Conversation/zMission_Char02/Line00075=Obudź się! Zniszcz gorgonę! /// Awaken! Annihilate that Gorgon!
Conversation/zMission_Char02/Line00076=Do ataku! /// Fire!
Conversation/zMission_Char02/Line00077=Świetnie! To początek końca, Warfield! /// [Happy 80]Perfect! [Serious]This[/Happy] is the beginning of the end, Warfield![/Serious]
Conversation/zMission_Char02/Line00078=Mamy następne. Powij tumor biomasy przy kolejnym. Szybko! /// [Serious]We have more.[/Serious] Get a creep tumor by the next one. Move!
Conversation/zMission_Char02/Line00079=Dwie załatwione. Będzie ich więcej. Powiększyć biomasę! /// Two down. There's more coming. Spread the creep!
Conversation/zMission_Char02/Line00080=Strąciliśmy kolejną gorgonę! Tak... Obudźcie więcej gniazd zmory! /// Another gorgon down! Keep it up -- awaken more scourge nests!
Conversation/zMission_Char02/Line00081=Dorwaliśmy kolejną! Oddaj mi tę planetę, Warfield! /// Got another one! Leave this planet to me, Warfield!
Conversation/zMission_Char02/Line00082=Gorgona zaraz dotrze do skupiska uli. Potrzebne nam kolejne gniazdo zmory! /// That Gorgon is almost to the hive cluster. We need another Scourge Nest!
Conversation/zMission_Char02/Line00083=Przydasz mi się na linii frontu do tworzenia tumorów biomasy. /// I may want to keep you near the front lines to spawn creep tumors.
Conversation/zMission_Char02/Line00084=Hydraliski! Nie poradzą sobie z gorgoną, ale przydadzą się w roju. /// Hydralisks! They can't take on the gorgon, but they are good to have in the Swarm.
Conversation/zMission_Char02/Line00085=Wypalacze palą ciała... ale wśród martwych wyczuwam żywego zerga! Zabić wypalaczy! /// Those firebats are burning corpses... but I sense some living zerg among the dead! Kill the firebats!
Conversation/zMission_Char02/Line00086=Orbitalne centra dowodzenia. Zabijcie strażników, a padną przed potęgą roju. /// Orbital command centers. Kill the guards and they'll fall before the Swarm.
Conversation/zMission_Char02/Line00087=Warfield używa zakłócacza psionicznego! /// Warfield is using a psi-disrupter!
Conversation/zMission_Char02/Line00088=Już niedługo. Zniszczę go. /// Not for long. I'm going to destroy it.
Conversation/zMission_Char02/Line00089=Zniszczcie go! /// Destroy it!
Conversation/zMission_Char02/Line00090=Zobaczymy, jak poradzisz sobie ze mną bez artefaktu xel'naga! /// Let's see how you do against me without the xel'naga artifact!
Conversation/zMission_Char02/Line00091=Trzeba było zostać na emeryturze, Warfield. /// You should have stayed in retirement, Warfield.
Conversation/zMission_Char02/Line00092=Nie powstrzymasz mnie, Warfield. Roju nie można powstrzymać! /// You can't stop me, Warfield. [Serious]You can't stop the Swarm![/Serious]
Conversation/zMission_Char02/Line00093=Char jest moje, starcze. Uciekaj, póki możesz! /// [Happy 70]Char is mine, old man.[/Happy][Serious] Get out while you can![/Serious]
Conversation/zMission_Char02/Line00094=To już ostatnia. Czuję, jak uciekają w popłochu. /// That's the last one. I can feel them running in fear.
Conversation/zMission_Char02/Line00095=Zobaczymy się na Płaskowyżu Nieustraszonych, starcze... /// I'll see [Angry 70]you [/Angry]on the Dauntless Plateau, old man.
Conversation/zMission_Char02/Line00096=Twój okręt ledwo zdążył oderwać się od ziemi! /// That one barely got off the ground, Warfield!
Conversation/zMission_Char02/Line00097=Twoje gorgony spadają, zanim na dobre się wzbiją, Warfield! /// [Surprise 70]Your Gorgons[/Surprise][Happy 75] are burning before they even reach the skies, Warfield![/Happy]
Conversation/zMission_Char02/Line00098=Zjawy. Natychmiast zakorzenić pełzacze zarodnikowe! /// Wraiths. Get those spore crawlers rooted in the ground now!
Conversation/zMission_Char02/Line00099=Zjawy. Natychmiast zakorzenić pełzacza zarodnikowego! /// Wraiths. Get that spore crawler rooted in the ground now!
Conversation/zMission_Char02/Line00100=Generał Warfield wysyła gorgonę na nasz ul! /// General Warfield sends a gorgon at our hive cluster!
Conversation/zMission_Char02/Line00103=Budzi się. /// It awakens!
Conversation/zMission_Char02/Line00104=Zniszcz gorgonę! /// Destroy the gorgon!
Conversation/zMission_Char02/Line00105=Dziękuję. Pod zwłokami jest więcej zagrzebanych zergów z mojego szczepu. /// Thank you. There are more of my brood burrowed among the dead.
Conversation/zMission_Char02/Line00106=Przydasz się naszej królowej na linii frontu do tworzenia tumorów biomasy. /// Our queen may need you near the front lines to spawn creep tumors.
Conversation/zMission_Char02/Line00108=Terranie palą ciała... mój szczep mógł się ukryć pod zwłokami! Zgładzić wypalaczy! /// Those terrans are burning corpses... my brood may survive among the dead! Slay the firebats!
Conversation/zMission_Char02/Line00111=Zniszczcie go! /// Destroy it!
Conversation/zMission_Char02/Line00113=Dwie gorgony terran zniszczone! Powiększyć biomasę! /// Two of the terran Gorgons destroyed! Spread the creep!
Conversation/zMission_Char02/Line00114=Kolejna gorgona zniszczona! Szybko – obudźcie więcej gniazd! /// Another gorgon destroyed! Move quickly -- awaken more nests!
Conversation/zMission_Char02/Line00116=Kolejna gorgona strącona! Char znowu będzie należeć do roju. /// Another Gorgon falls! Char will belong to the Swarm once again.
Conversation/zMission_Char02/Line00117=Gniazdo zmory czeka w gotowości. /// The scourge nest is ready and waiting.
Conversation/zMission_Char02/Line00120=Tumoru biomasy można użyć do wytworzenia kolejnego tumoru. /// A creep tumor can be used to spawn another creep tumor.
Conversation/zMission_Char02/Line00121=Pamiętam. Jeśli zostanie zniszczony, mogę kazać królowej powić więcej tumorów. /// I remember. If it gets destroyed, I can have a queen spawn another creep tumor.
Conversation/zMission_Char02/Line00122=Kiedy tumor zostaje powity, jest podatny na atak, dopóki się nie zakopie. Potem terranom o wiele trudniej go dostrzec. /// When a creep tumor first spawns, it is vulnerable until it burrows. After that, it is much harder for the terrans to see.
Conversation/zMission_Char02/Line00125=Te okręty są ogromne! Nic dziwnego, że Warfield może wysłać tylko jeden do wąwozu. /// [Surprise 90]That ship is huge![/Surprise] No wonder Warfield can't deploy two of them into the trench at once.
Conversation/zMission_Char02/Line00129=Jeśli zostanie zniszczony, mogę kazać królowej powić więcej tumorów. /// If it gets destroyed, I can have a queen spawn another creep tumor.
Conversation/zMission_Char02/Line00130=Te okręty są ogromne! Nic dziwnego, że Warfield może wysłać tylko jeden do wąwozu. /// [Surprise 90]That ship is huge![/Surprise] No wonder Warfield can't deploy two of them into the trench at once.
Conversation/zMission_Char02/Line00131=Szybko, obejmij gniazda zmory biomasą, żebyśmy mogli postawić przy nich tumory! /// Hurry, spread creep to those Scourge Nests so we can place a creep tumor by them!
Conversation/zMission_Char02/Line00132=Pamiętam. Jeśli zostanie zniszczony, mogę kazać królowej powić więcej tumorów. /// I remember. If it gets destroyed, I can have a queen spawn another creep tumor.
Conversation/zMission_Char02/Line00134=Świetnie! To początek końca, Warfield! /// [Happy 80]Perfect! [Serious]This[/Happy] is the beginning of the end, Warfield![/Serious]
Conversation/zMission_Char02/Line00135=Mamy następne. Powij tumor biomasy przy kolejnym. Szybko! /// [Serious]We have more.[/Serious] Get a creep tumor by the next one. Move!
Conversation/zMission_Char02/Line00136=Gorgona zaraz dotrze do skupiska uli. Potrzebne nam kolejne gniazdo zmory! /// [Surprise 80]That Gorgon is almost to the hive cluster.[/Surprise] We need another Scourge Nest!
Conversation/zMission_Char02/Line00137=Orbitalne centra dowodzenia. Zabijcie strażników, a padną przed potęgą roju. /// Orbital command centers. Kill the guards and they'll fall before the Swarm.
