Character/Name/ArtanisUI,Artanis /// Artanis=0
Conversation/Tutorial/Line00032,Muchas criaturas zerg pueden transformarse de una forma en otra en el campo de batalla. Las estructuras zerg también puede mutar de una forma a otra más poderosa, y habilitando nuevos tipos de unidades. /// Many Zerg creatures can morph from one form to another on the battlefield. Zerg structures can also mutate from one form to another, growing more powerful and unlocking new unit types as they do.=921
Conversation/Tutorial/Line00033,Cuando se crea la estructura, el Obrero es consumido, así que necesitarás otro Obrero para construir otra estructura. /// The Drone is consumed when the structure is created, so you will need another Drone to build another structure.=922
Conversation/Tutorial/Line00034,El talo es un brote orgánico que se propaga alrededor de cualquier base zerg. La mayoría de los zerg se moverán más rápido cuando estén sobre el talo, y todas las estructuras zerg, con excepción de los Larvarios, deben construirse sobre él. Las que ya no estén sobre el talo morirán gradualmente. /// Creep is an organic growth that spreads around any Zerg base. Most Zerg units will move more quickly when they're on creep, and all Zerg structures except Hatcheries must be built on it. Structures that are no longer on creep will slowly die.=923
Conversation/Tutorial/Line00035,El talo es generado por los Larvarios, las Reinas y los Amos Supremos; usa estas unidades y estructuras para expandirlo. /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.   =924
Conversation/Tutorial/Line00036,Para mutar una estructura zerg, primero elige un Obrero. En la tarjeta de comando, haz clic izquierdo en el botón "Mutación básica" y luego haz clic izquierdo de nuevo para elegir un Larvario. Luego haz clic izquierdo para ubicar el Larvario. /// To mutate a Zerg structure, first select a Drone. On the command card left-click the Basic Mutation button and left-click again to choose a Hatchery. Then left-click to place the Hatchery.=925
Conversation/Tutorial/Line00037,El Larvario no se puede construir muy cerca de los minerales. Cuando ubiques un Larvario, verifica que la superposición esté totalmente verde antes de hacer clic izquierdo. /// The Hatchery cannot be placed too close to minerals. When trying to place the Hatchery look for the structure overlay to be completely green before placing.=926
Conversation/Tutorial/Line00038,Las unidades zerg se crean a partir de las Larvas. Para crear un Obrero zerg, haz clic izquierdo sobre el Larvario y luego haz clic izquierdo en el botón "Seleccionar Larva" de la tarjeta de comando. /// Zerg units are created from Larva. To create a Zerg Drone, left-click on a Hatchery and then left-click on the select larva button on the command card.=927
Conversation/Tutorial/Line00039,Habiendo seleccionado una Larva, haz clic izquierdo en el botón "Transformarse en Obrero" en la tarjeta de comando para ordenar que la Larva se transforme en un Obrero. /// With a larva selected you can left-click on the Morph to Drone button in the command card to order the larva to morph into a Drone.=928
Conversation/Tutorial/Line00040,Cada Larvario genera Larvas adicionales gradualmente. /// Each Hatchery generates additional larva over time.=929
Conversation/Tutorial/Line00041,Para crear una estructura protoss, elige una Sonda y haz clic izquierdo en el botón "Construir estructura" que está en la tarjeta de comando. Luego, haz clic izquierdo en "Transposicionar Nexo" y clic izquierdo en el terreno para crear esa estructura. /// To create a Protoss structure, select a probe and left-click on the Build Structures button on the command card. Then left-click Warp in Nexus and left-click the ground to create that structure.=930
Conversation/Tutorial/Line00042,El Nexo no se puede construir muy cerca de los minerales. Cuando ubiques un Nexo, verifica que la superposición esté totalmente verde antes de colocarlo. /// The Nexus cannot be placed too close to minerals. When trying to place the Nexus look for the structure overlay to be completely green before placing.=931
Conversation/Tutorial/Line00043,Antes de transposicionar una unidad, debes tener los suministros para mantenerla. Si no tienes suficientes suministros disponibles, no podrás transposicionarla. /// Before you can warp in a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to warp in that unit.=932
Conversation/Tutorial/Line00044,Los protoss son una raza alienígena antigua que emplea tecnologías avanzadas y habilidades psiónicas contra sus enemigos. /// The Protoss are an ancient alien race that employ advanced technologies and powerful psionics to defeat their enemies.=933
Conversation/Tutorial/Line00045,Los protoss tienen escudos en sus unidades y estructuras que las protegen de ataques enemigos. La energía del escudo aparece representada por una barra azul encima de la barra de vida. /// Protoss have shields on their units and structures to protect them from enemy attacks. Shield strength is represented by a blue bar above the hit-point bar.=934
Conversation/Tutorial/Line00046,Los escudos, como los puntos de vida, disminuyen por los ataques enemigos, pero se regeneran rápidamente cuando termina el combate. /// Shields are reduced by enemy attacks in the same manner as hit-points, however shields regenerate quickly after combat has finished. =935
Conversation/Tutorial/Line00047,Cualquier jugador puede controlar las Torres de vigilancia Xel'Naga. Coloca una unidad cerca de la Torre de vigilancia para activarla y revelar un área grande del campo de batalla. /// Xel'Naga Watch Towers can be controlled by any player. Place a unit near the Watch Tower to activate it and reveal a large area of the battlefield.=936
Conversation/Tutorial/Line00048,Si varios jugadores tienen unidades cerca de una Torre de vigilancia, esta no será controlada y ningún jugador podrá activarla. /// If several players have units near a Watch Tower then the tower is not controlled and no player can activate it.=937
Conversation/Tutorial/Line00049,Algunos obstáculos puede ser destruidos disparándoles. Puedes atacar los obstáculos para abrirles paso a tus tropas. /// Some obstacles can be destroyed by weapons fire, and you can attack obstacles to clear a path for your troops.  =938
Conversation/Tutorial/Line00050,Algunas características del terreno como las plantas y el humo bloquearán tu visión. Tus unidades pueden avanzar a través de estas características, pero sólo las unidades voladoras pueden ver por encima de ellas. /// Some features like shrubs and smoke will block your vision. Your units can move through these features freely but only flying units can see past them.=939
Conversation/Tutorial/Line00051,Puedes juntar a tus unidades en grupos de control. Esto facilita la selección de un grupo de unidades. /// You can put your units into control groups. This makes it easy to quickly select a group of units.=940
Conversation/Tutorial/Line00052,Para crear uno, selecciona a tus unidades y haz clic en el botón Grupo de control, que se encuentra sobre el panel de información, en la parte inferior central de la pantalla. /// To create a control group, select your units and left-click the Control Group button. You can find the Control Group button above the information panel in the lower middle of your screen.=941
Conversation/Tutorial/Line00053,Puedes mantener presionada la tecla Shift del teclado para darle a una unidad un número de órdenes. La unidad cumplirá esas órdenes una a una. /// You can hold down the Shift key on your keyboard to give a unit a large number of orders. The unit will then carry out those orders one after another.=942
Conversation/Tutorial/Line00054,Esto te permite darle una serie de comandos a una unidad y luego seguir comandando a otras unidades en otra parte del campo de batalla. /// This allows you to give a series of commands to one unit and then move on to command other units in another part of the battlefield.=943
Conversation/Tutorial/Line00055,Para hablar con las personas que están jugando contigo, presiona la tecla Entrar (Enter) y luego escribe un mensaje. Cuando hayas terminado el mensaje vuelve a presionar Entrar para enviarlo. /// To chat with people in your game, hit the Enter key and then type a message.  When your message is finished hit Enter again to send it.=944
Conversation/Tutorial/Line00056,También puedes hacer clic izquierdo en el botón de amigos de Battle.Net para conversar con tus amigos. Aparecerá una lista de amigos y podrás enviar mensajes a las personas que no se encuentra en tu partida actual. /// You can also chat with your friends by left-clicking the Battle.Net friends button. This will bring up a list of friends and allow you to send messages to people who are not in your current game.=945
Conversation/Tutorial/Line00057,Muchas unidades tienen habilidades especiales a las que se accede a través de la tarjeta de comando. /// Many units have special abilities you can access through the command card.=946
Conversation/Tutorial/Line00058,Para usar una habilidad especial, selecciona una unidad y luego haz clic izquierdo en una de las habilidades especiales de la Tarjeta de comando. Muchas veces tendrás que seleccionar un objetivo para la habilidad especial. /// To use a special ability, select a unit and then left-click one of the special abilities on the command card. In many cases you will then have to select a target for the special ability.=947
Conversation/Tutorial/Line00059,Algunas habilidades requieren energía, si una unidad carece de la energía necesaria para activar esa habilidad, esta aparecerá en gris en la tarjeta de comando. /// Some abilities require energy; if a unit lacks the energy to activate that ability, it will be grayed out on the command card.=948
Conversation/Tutorial/Line00060,Bienvenido al tutorial de StarCraft II. Aquí aprenderás los controles básicos necesarios para jugar. /// Welcome to the StarCraft II tutorial. From here you will learn the basic controls needed to play StarCraft II.=949
Conversation/Tutorial/Line00061,Puedes ordenarles a tus edificaciones de producción que envíen a las unidades recién creadas a una ubicación específica. /// You can order your production buildings to send newly created units to a specific location.=950
Conversation/Tutorial/Line00062,Selecciona un complejo de producción, luego haz clic derecho en el lugar que quieras que sea la ubicación adonde el complejo enviará sus unidades. /// Select a production facility, then right-click the ground at your chosen location to order the facility to send units there.=951
Conversation/Tutorial/Line00063,Muchos comandos en la tarjeta de comando tienen una "tecla rápida". En vez de elegir el botón usando el mouse, puedes ordenar a la unidad que realice el comando presionando la tecla correspondiente del teclado. /// Many commands on the command card have a "hotkey". Rather than select the button using your mouse, you can order the unit to perform the command by hitting the appropriate key on your keyboard.=952
Conversation/Tutorial/Line00064,Usar los accesos directos es una buena manera de mejorar tu eficiencia. En la tarjeta de comando, señala con el mouse cada habilidad para ver su tecla rápida. /// Using hotkeys is a good way to improve your efficiency. Mouse over each command card ability to learn the hotkey for that ability.  =953
Conversation/Tutorial/Line00065,Saber qué está haciendo tu enemigo es fundamental. Usa tus unidades para buscar enemigos en el mapa. Si averiguas qué está construyendo el enemigo puedes entrenar unidades más eficaces contra sus fuerzas. /// It's vital to know what your enemy is up to. Use your units to search the map for the enemy. If you learn what the enemy is building you can train units that are more effective against the enemy force.=954
Conversation/Tutorial/Line00066,Explorar también puede revelar áreas donde el enemigo haya instalado bases nuevas. Explora con frecuencia para que tu información esté actualizada y usa unidades rápidas y baratas, como los VCE, las Sondas o los Obreros, para que no pierdas mucho si destruyen a tu explorador. /// Scouting can also reveal areas where the enemy has set up new bases. Scout frequently so your information is up to date, and use fast and inexpensive units like SCVs, Probes or Drones so you lose little if your scout is destroyed.=955
Conversation/Tutorial/Line00067,Tienes varias herramientas a tu disposición para controlar a tus fuerzas. /// You have a number of tools at your disposal to help control your forces.=956
Conversation/Tutorial/Line00068,Puedes comenzar cuando lo desees haciendo clic en el tema que quieras conocer. /// You can start at any time by clicking on the topic you wish to learn more about.=957
Conversation/Tutorial/Line00069,En la esquina superior derecha verás la cantidad total de minerales y gas vespeno que has almacenado. /// In the upper right of the screen you can see the total amount of minerals, and vespene gas you have stockpiled.=958
Conversation/Tutorial/Line00070,Crear unidades y estructuras cuesta recursos. La capacidad total de unidades que puedes mantener hasta este momento también se muestra aquí. /// You spend resources to train additional units and structures. Your supply capacity is also shown here. This is the total number of units you can currently support. =959
Conversation/Tutorial/Line00071,En la parte superior de la pantalla está el botón "Menú". Haz clic izquierdo en él para acceder a unas funciones útiles, como guardar tu progreso o salir del juego. /// At the top of the screen is the "Menu" button. You can left-click on the "Menu" button at any time to access useful features like saving your progress or quitting the game.=960
Conversation/Tutorial/Line00072,En la parte izquierda de la pantalla encontrarás los objetivos de la misión. Estos son metas que debes cumplir para obtener la victoria. /// On the left side of the screen you will find the mission objectives. These are the goals you need to accomplish in order to achieve victory.=961
