Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
VoiceOver/DVaA/EvolutionComplete00,进化完成。哈哈，好经典的打法！ /// Evolution complete. Haha, so old school!=1564
VoiceOver/DVaA/EvolutionComplete01,你进化了你的异虫。앗싸! /// You've evolved your zerg. 앗싸!=1565
VoiceOver/DVaA/EvolutionComplete02,进化完成。 /// Evolution complete.=1566
VoiceOver/DVaA/ForcesUnderAttack00,你正在与敌人交火。该练练APM了！ /// You're engaging the opponent. Time to raise your APM!=1567
VoiceOver/DVaA/ForcesUnderAttack01,你的部队正在承受伤害！成吨、成吨的伤害！ /// Your forces are taking damage! Terrible, terrible damage!=1568
VoiceOver/DVaA/ForcesUnderAttack02,你的部队正在遭受攻击。 /// Your forces are under attack.=1569
VoiceOver/DVaA/ForcesUnderAttack03,我方部队遭到攻击。 /// Our forces are under attack.=1570
VoiceOver/DVaA/ForcesUnderAttack04,你的战士们已接敌。 /// Your warriors have engaged the enemy.=1571
VoiceOver/DVaA/GamePaused00,AFK！ /// AFK!=1572
VoiceOver/DVaA/GameResumed00,好了，回来了。有没有想我啊？ /// Okay, back. Did you miss me?=1573
VoiceOver/DVaA/GeyserExhausted00,瓦斯气泉已枯竭。 /// Vepsene geyser exhausted.=1574
VoiceOver/DVaA/GeyserExhausted01,气泉已耗尽！要是这游戏有黄金瓦斯就好了。 /// Geyser's empty! If only this game had gold gas.=1575
VoiceOver/DVaA/LandingInterrupt00,清理着陆区！展现微操的时刻到了。 /// Clear the landing zone! And work on that micro.=1576
VoiceOver/DVaA/LandingInterrupt01,着陆程序受到干扰。 /// Landing sequence interrupted.=1577
VoiceOver/DVaA/MULEDeployed00,矿骡已部署！저것 봐! /// MULE deployed! 저것 봐!=1578
VoiceOver/DVaA/MaxSupply00,你已达到补给上限。全力进攻吧。 /// You're at max supply. Attack move to win.=1579
VoiceOver/DVaA/MaxSupply01,噢，你的人口满了。该去抢些地盘了！ /// Wow, you're capped out. Time to make some room!=1580
VoiceOver/DVaA/MetamorphosisComplete00,蜕变完成。완전 멋져! /// Metamorphosis complete. 완전 멋져!=1581
VoiceOver/DVaA/MetamorphosisComplete01,蜕变完毕。 /// Metamorphosis is done.=1582
VoiceOver/DVaA/MetamorphosisComplete02,蜕变完成。 /// Metamorphosis complete.=1583
VoiceOver/DVaA/MineralsDepleted00,矿脉已经枯竭。 /// Mineral field depleted.=1584
VoiceOver/DVaA/MineralsDepleted01,一处矿脉已经枯竭。看来我们要打后期了。 /// That mineral field's gone. Looks like we're going to the late game.=1585
VoiceOver/DVaA/MineralsDepleted02,那处矿脉已被采光。但愿你有分基地！ /// That field's been mined out. Hope you have an expansion!=1586
VoiceOver/DVaA/MutationComplete00,变异完成。太有创意了！ /// Mutation complete. So creative!=1587
VoiceOver/DVaA/MutationComplete01,高手变异！ /// Gosu mutation!=1588
VoiceOver/DVaA/MutationComplete02,变异完成。 /// Mutation complete.=1589
VoiceOver/DVaA/NeedCreep00,需要菌毯。异虫的一大软肋！ /// That requires creep. Zerg's one weakness!=1590
VoiceOver/DVaA/NeedCreep01,异虫没有菌毯是不能那么做的。它们还没那么OP。 /// Zerg can't do that without creep. They're not THAT OP.=1591
VoiceOver/DVaA/NeedCreep02,必须放置在菌毯上。 /// We must place that on creep.=1592
VoiceOver/DVaA/NeedGeyser00,你不找一处瓦斯气泉能行吗？ /// Don't you need a geyser for that?=1593
VoiceOver/DVaA/NeedGeyser01,必须要有瓦斯气泉才行。 /// Pretty sure that requires a geyser.=1594
VoiceOver/DVaA/NeedMoreFood00,需要更多补给站。 /// Additional supply depots required.=1595
VoiceOver/DVaA/NeedMoreFood01,你需要更多的补给站！ /// You need more supply depots!=1596
VoiceOver/DVaA/NeedMoreFood02,你的补给不足！建造更多的补给站！ /// You're out of supply! Build more depots!=1597
VoiceOver/DVaA/NeedMoreFoodProtoss00,你必须建造更多的水晶塔。 /// You must construct additional pylons.=1598
VoiceOver/DVaA/NeedMoreFoodProtoss01,你已超出补给！派探机折跃水晶塔！ /// You're out of supply! Probes and pylons!=1599
VoiceOver/DVaA/NeedMoreFoodProtoss02,折跃更多的水晶塔。要不要考虑一下野水晶呢？ /// Warp in more pylons. Try for a proxy, maybe.=1600
VoiceOver/DVaA/NeedMoreFoodZerg00,天呐，快孵化更多的王虫。 /// OMG, spawn more overlords.=1601
VoiceOver/DVaA/NeedMoreFoodZerg01,你需要孵化更多的王虫。 /// You're gonna need more overlords.=1602
VoiceOver/DVaA/NeedMoreFoodZerg02,你的补给超支了！需要更多的王虫！ /// You're supply blocked! More overlords, please!=1603
VoiceOver/DVaA/NeedMoreFoodZerg03,孵化更多的王虫。 /// Spawn more overlords.=1604
VoiceOver/DVaA/NeedMoreGas00,高能瓦斯不足。 /// Insufficient vespene gas.=1605
VoiceOver/DVaA/NeedMoreGas01,需要更多的高能瓦斯。是时候进行扩张了。 /// Need more vepsene gas. Might be time to expand.=1606
VoiceOver/DVaA/NeedMoreGas02,高能瓦斯不足！ /// Not enough vespene gas!=1607
VoiceOver/DVaA/NeedMoreGas03,你需要更多的高能瓦斯。 /// You require more vespene gas.=1608
VoiceOver/DVaA/NeedMoreMinerals00,晶体矿不足。 /// Not enough minerals.=1609
VoiceOver/DVaA/NeedMoreMinerals01,需要更多的晶体矿。但是有大量的岩石！ /// Need more minerals. But there are plenty of rocks!=1610
VoiceOver/DVaA/NeedMoreMinerals02,你的晶体矿为什么那么少？是不是工人没补够？ /// You're short on minerals. Are you saturated yet?=1611
VoiceOver/DVaA/NeedMoreMinerals03,你没有足够多的晶体矿。 /// You have not enough minerals.=1612
VoiceOver/DVaA/NeedMoreMinerals04,我们需要更多的晶体矿。 /// We require more minerals.=1613
VoiceOver/DVaA/NotEnoughEnergy00,能量不足。 /// Not enough energy.=1614
VoiceOver/DVaA/NotEnoughEnergy01,需要更多的能量！你是不是设成了自动施法？ /// Need more energy! Are you auto-casting?=1615
VoiceOver/DVaA/NukeReady00,聚变打击准备就绪！这太硬霸了！ /// Nuke's ready! Nerf this!=1616
VoiceOver/DVaA/NukeReady01,聚变打击准备就绪！有点OP啊！ /// We have a nuke! OP!=1617
VoiceOver/DVaA/NukeReady02,聚变打击就绪。 /// Nuclear missile ready.=1618
VoiceOver/DVaA/PlaceInPowerField00,星灵需要有能量场才行。这也是他们的一大弱点！ /// Protoss need a power field for that. Their one weakness!=1619
VoiceOver/DVaA/PlaceInPowerField01,那需要有能量场。아우 귀찮아！ /// That needs a power field. 아우 귀찮아!=1620
VoiceOver/DVaA/PlaceInPowerField02,你必须将其放置在能量场中。 /// You must place that in a power field.=1621
VoiceOver/DVaA/PylonUnderAttack00,他们正在集火水晶塔。经典的战术。 /// They're going after a pylon. A classic tactic.=1622
VoiceOver/DVaA/PylonUnderAttack01,水晶塔遭到攻击。你有折跃备用的吗？ /// Pylon under attack. Did you warp in a backup?=1623
VoiceOver/DVaA/QueenDeployed00,虫后准备就绪！出现了一位新的挑战者！ /// Queen's ready! Here comes a new challenger!=1624
VoiceOver/DVaA/QueenDeployed01,你有了一只新的虫后。给我秀一下你用虫后的技术吧！ /// You have a new queen. Show me those skills!=1625
VoiceOver/DVaA/ResearchComplete00,研发完成。 /// Research complete.=1626
VoiceOver/DVaA/ResearchComplete01,我爸爸每次都会升那个！ /// My dad always researches that one!=1627
VoiceOver/DVaA/ResearchComplete02,研究完成！这项升级很多年里一直很硬霸。 /// Research is done! That one's been imba for years.=1628
VoiceOver/DVaA/SalvageComplete00,回收完毕。经济运营得不错！ /// Salvage complete. Great economy management!=1629
VoiceOver/DVaA/ThorRepaired00,你的雷神已修复！不过它们要是能自爆就好了。 /// Your thor's repaired! But I wish it could self-destruct.=1630
VoiceOver/DVaA/Transmission00,信号传入中。 /// Incoming transmission.=1631
VoiceOver/DVaA/TumorUnderAttack00,你的菌毯肿瘤遭到攻击。战术不错。 /// Your creep tumor's under attack. Nice strategy.=1632
VoiceOver/DVaA/TumorUnderAttack01,他们正在攻击一处菌毯肿瘤。你的菌毯没法再扩张了。 /// They're attacking a creep tumor. So much for your creep spread.=1633
VoiceOver/DVaA/UpgradeComplete00,升级完毕。 /// Upgrade complete.=1634
VoiceOver/DVaA/UpgradeComplete01,升级完成！좋았어! /// Upgrade's done! 좋았어!=1635
VoiceOver/DVaA/UpgradeComplete02,这项升级能让你的单位变得更强！ /// This upgrade makes your units stronger!=1636
VoiceOver/DVaA/WarpInComplete00,折跃完成。砰！ /// Warp in complete. Boom!=1637
VoiceOver/DVaA/WarpInComplete01,折跃成功。星灵太OP了。 /// Warp in successful. Protoss are so OP.=1638
VoiceOver/DVaA/WorkersUnderAttack00,你的SCV遭到攻击！ /// Your SCVs are getting wrecked!=1639
VoiceOver/DVaA/WorkersUnderAttack01,他们正在骚扰你的SCV。 /// They're harassing your SCVs.=1640
VoiceOver/DVaA/WorkersUnderAttack02,我们的SCV遭到攻击。 /// Our SCVs are under attack.=1641
VoiceOver/DVaA/WorkersUnderAttackProtoss00,你的探机正在遭受攻击！ /// Your probes are getting owned!=1642
VoiceOver/DVaA/WorkersUnderAttackProtoss01,你的探机遭到攻击。 /// Your probes are under attack!=1643
VoiceOver/DVaA/WorkersUnderAttackProtoss02,他们正在攻击你的探机！注意你的采矿线！ /// They're attacking your probes! Watch your mineral line!=1644
VoiceOver/DVaA/WorkersUnderAttackZerg00,你的工蜂被打了。真无耻！ /// Your drones are under attack. Talk about BM!=1645
VoiceOver/DVaA/WorkersUnderAttackZerg01,他们正在你的基地里，屠杀你的工蜂。 /// They're in your base, killing your drones.=1646
VoiceOver/Day9Announcer/AddOnComplete00,Add-on complete.=1647
VoiceOver/Day9Announcer/AddOnComplete01,Add-on complete. You may now play musical buildings.=1648
VoiceOver/Day9Announcer/AddOnComplete02,The add-on completed at the building you're probably about to lift off.=1649
VoiceOver/Day9Announcer/AddOnComplete03,You are the proud owner of a new baby add-on.=1650
VoiceOver/Day9Announcer/AllyBaseUnderAttack00,Your ally's base is besieged.=1651
VoiceOver/Day9Announcer/AllyBaseUnderAttack01,Your ally seems to have forgotten to protect their base. Can you remember to?=1652
VoiceOver/Day9Announcer/AllyBaseUnderAttack02,Your ally's base is under attack. Ask them to lose it slowly.=1653
VoiceOver/Day9Announcer/AllyUnderAttack00,Your ally is under attack!=1654
VoiceOver/Day9Announcer/AllyUnderAttack01,Ally under attack! If they die slowly, you can keep expanding.=1655
VoiceOver/Day9Announcer/AllyUnderAttack02,Your friends under siege! Help them for god's sake!=1656
VoiceOver/Day9Announcer/AllyUnderAttack03,Welp. Looks like you need to help your allies too.=1657
VoiceOver/Day9Announcer/AllyUnderAttack04,Go keep that ally alive. They'll thank you later. Or blame you.=1658
VoiceOver/Day9Announcer/BadLZ00,Building landing blocked.=1659
VoiceOver/Day9Announcer/BadLZ01,You never could have landed there in the first place.=1660
VoiceOver/Day9Announcer/BadLZ02,You better clear the landing zone. Buildings aren't meant to fly.=1661
VoiceOver/Day9Announcer/BaseUnderAttack00,Your base is under attack!=1662
VoiceOver/Day9Announcer/BaseUnderAttack01,They're attacking your base! Start freaking out!=1663
VoiceOver/Day9Announcer/BaseUnderAttack02,Punish the enemy attacking your base!=1664
VoiceOver/Day9Announcer/BaseUnderAttack03,Oh no, our base is under attack! How'd this happen?=1665
VoiceOver/Day9Announcer/BaseUnderAttack04,You're under attack! Lift off, burrow, warp elsewhere!=1666
VoiceOver/Day9Announcer/BuildError00,You can't build there.=1667
VoiceOver/Day9Announcer/BuildError01,Construction blocked.=1668
VoiceOver/Day9Announcer/BuildError02,Find a better, more organized place for that building.=1669
VoiceOver/Day9Announcer/BuildError03,There's stuff in the way of your building.=1670
VoiceOver/Day9Announcer/BuildError04,Can't build there. We don't allow bases in bases.=1671
VoiceOver/Day9Announcer/BuildErrorProtoss00,You can't warp-in on top of stuff.=1672
VoiceOver/Day9Announcer/BuildErrorProtoss01,Your probe is so upset he can't build there.=1673
VoiceOver/Day9Announcer/BuildErrorProtoss02,Warping there is strictly prohibited.=1674
VoiceOver/Day9Announcer/BuildErrorZerg00,You can't build there.=1675
VoiceOver/Day9Announcer/BuildErrorZerg01,Your drone is blocked. He can't be everything he wants to be=1676
VoiceOver/Day9Announcer/BuildErrorZerg02,Your drone doesn't have the space to grow!=1677
VoiceOver/Day9Announcer/CalldownLaunch00,Nuclear launch detected.=1678
VoiceOver/Day9Announcer/CalldownLaunch01,Nuclear launch detected. I won't tell you were.=1679
VoiceOver/Day9Announcer/CalldownLaunch02,NUKE incoming! Check all your bases and your main army.=1680
VoiceOver/Day9Announcer/CalldownLaunch03,Nuclear launch detected. One of you is about to look real bad.=1681
VoiceOver/Day9Announcer/CommandCenterUpgraded00,Your command center's been spruced up.=1682
VoiceOver/Day9Announcer/CommandCenterUpgraded01,Your command center is better than ever. Except that it can't transport workers.=1683
VoiceOver/Day9Announcer/ConstructInterrupt00,SCV construction interrupted!=1684
VoiceOver/Day9Announcer/ConstructInterrupt01,Everyone's abandoned your poor, half-done structure.=1685
VoiceOver/Day9Announcer/Countdown00,10... 9... 8... 7... 1!=1686
VoiceOver/Day9Announcer/Countdown01,10... 9... 8... 2... 1!=1687
VoiceOver/Day9Announcer/EndGame00,GG!=1688
VoiceOver/Day9Announcer/EndGame01,Good game.=1689
VoiceOver/Day9Announcer/EndGame04,GG!=1690
VoiceOver/Day9Announcer/EndGameLost02,You lost, but trust me, you're better.=1691
VoiceOver/Day9Announcer/EndGameLost03,A minor setback.=1692
VoiceOver/Day9Announcer/EvolutionComplete00,Evolution complete!=1693
VoiceOver/Day9Announcer/EvolutionComplete01,Upgrade complete! Your zerg claws now have sharper veneers. =1694
VoiceOver/Day9Announcer/EvolutionComplete02,Evolution complete. Your zerg are now almost as evolved as you!=1695
VoiceOver/Day9Announcer/ForcesUnderAttack00,Your forces are under attack.=1696
VoiceOver/Day9Announcer/ForcesUnderAttack01,You're under attack. Just go kill them!=1697
VoiceOver/Day9Announcer/ForcesUnderAttack02,I don't mean to interrupt... but you're under attack.=1698
VoiceOver/Day9Announcer/ForcesUnderAttack03,You're being attacked. Don't forget to macro!=1699
VoiceOver/Day9Announcer/ForcesUnderAttackProtoss00,Your darling probes are under attack.=1700
VoiceOver/Day9Announcer/ForcesUnderAttackProtoss01,The probes are falling.=1701
VoiceOver/Day9Announcer/ForcesUnderAttackProtoss02,Agh, the probes!=1702
VoiceOver/Day9Announcer/GamePaused00,Game paused.=1703
VoiceOver/Day9Announcer/GamePaused01,Game paused. Think about what you've become.=1704
VoiceOver/Day9Announcer/GamePaused02,Tactical pause.=1705
VoiceOver/Day9Announcer/GamePaused03,Gameplay intermission.=1706
VoiceOver/Day9Announcer/GameResumed00,321 GO!=1707
VoiceOver/Day9Announcer/GameResumed01,Aaaaand we're back.=1708
VoiceOver/Day9Announcer/GameResumed02,Game resumed.=1709
VoiceOver/Day9Announcer/GeyserExhausted00,Vespene geyser exhausted.=1710
VoiceOver/Day9Announcer/GeyserExhausted01,Geyser exhausted. I remember the days when they just depleted.=1711
VoiceOver/Day9Announcer/LandingInterrupt00,Landing sequence interrupted.=1712
VoiceOver/Day9Announcer/LandingInterrupt01,You appear to have blocked your own landing...=1713
VoiceOver/Day9Announcer/LandingInterrupt02,Your floating building hasn't landed yet!=1714
VoiceOver/Day9Announcer/LandingInterrupt03,Your flying tactical scout building can't land.=1715
VoiceOver/Day9Announcer/MULEDeployed00,MULE deployed.=1716
VoiceOver/Day9Announcer/MULEDeployed01,The MULE is here!=1717
VoiceOver/Day9Announcer/MULEDeployed02,Is it a bird? Is it a plane? No, it's a MULE!=1718
VoiceOver/Day9Announcer/MaxSupply00,You've reached maximum supply, and maximum 1a potential.=1719
VoiceOver/Day9Announcer/MaxSupply01,You're maxed. What a macro legend.=1720
VoiceOver/Day9Announcer/MaxSupply02,You're maxed. Spend money on frivolous production structures.=1721
VoiceOver/Day9Announcer/MetamorphosisComplete00,Metamorphosis complete!=1722
VoiceOver/Day9Announcer/MetamorphosisComplete01,Metamorphosis complete. Your unit now feels like a beautiful butterfly.=1723
VoiceOver/Day9Announcer/MineralsDepleted00,Mineral field depleted.=1724
VoiceOver/Day9Announcer/MineralsDepleted01,A mineral patch just went kaput.=1725
VoiceOver/Day9Announcer/MineralsDepleted02,Mineral field empty. Sacrifice those workers to free up supply!=1726
VoiceOver/Day9Announcer/MineralsDepleted03,Mineral field empty. Send workers to a new base.=1727
VoiceOver/Day9Announcer/MutationComplete00,Mutation complete!=1728
VoiceOver/Day9Announcer/MutationComplete01,Your mutation is finished. I mean that in a good way.=1729
VoiceOver/Day9Announcer/NeedCreep00,We require more gooey purple creep for that.=1730
VoiceOver/Day9Announcer/NeedCreep01,We need more creep.=1731
VoiceOver/Day9Announcer/NeedGeyser00,You need to build a geyser first.=1732
