Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
VoiceOver/ArtanisA/ForcesUnderAttackZerg00,그대의 무리가 적과 마주쳤다. /// Your brood has encountered the enemy.=1458
VoiceOver/ArtanisA/GamePaused00,전사들이여, 잠시 대기해야 할 것 같다. /// Warriors, it appears we must hold.=1459
VoiceOver/ArtanisA/GameResumed00,전투를 계속한다! /// The battle rages once more!=1460
VoiceOver/ArtanisA/GeyserExhausted00,베스핀 간헐천이 고갈됐다. /// A vespene geyser has been exhausted.=1461
VoiceOver/ArtanisA/GeyserExhausted01,베스핀 간헐천이 말랐다. /// Vespene geyser exhausted.=1462
VoiceOver/ArtanisA/GeyserExhaustedTerran00,베스핀 간헐천이 소진됐다. /// A vespene geyser has been depleted.=1463
VoiceOver/ArtanisA/GeyserExhaustedTerran01,이 간헐천의 베스핀 가스를 모두 정제했다. /// We have refined all of this geyser's vespene.=1464
VoiceOver/ArtanisA/GeyserExhaustedZerg00,이 간헐천의 베스핀 가스를 모두 추출했다. /// This geyser's vespene has been fully extracted.=1465
VoiceOver/ArtanisA/GeyserExhaustedZerg01,베스핀 간헐천이 고갈됐다. /// Vespene geyser exhausted.=1466
VoiceOver/ArtanisA/LandingInterrupt00,착륙 지점에 방해물이 있다. /// The landing zone is obstructed.=1467
VoiceOver/ArtanisA/MULEDeployed00,지게로봇 배치... 잠깐... 지게로봇? 테란의 작명법이란... /// Deploying... MULEs? These terran names...=1468
VoiceOver/ArtanisA/MaxSupply00,불가능하다. 보급품이 한도에 도달했다. /// That is not possible. We are at maximum supply.=1469
VoiceOver/ArtanisA/MaxSupply01,전사를 더 지원할 수 없다. /// We can support no more warriors.=1470
VoiceOver/ArtanisA/MetamorphosisComplete00,변형 완료. /// Metamorphosis complete.=1471
VoiceOver/ArtanisA/MetamorphosisComplete01,변형이 이루어졌다. /// Metamorphosis successful.=1472
VoiceOver/ArtanisA/MineralsDepleted00,광맥이 고갈됐다. /// Mineral field depleted.=1473
VoiceOver/ArtanisA/MineralsDepleted01,광물 지대가 고갈됐다. /// A mineral field has been depleted.=1474
VoiceOver/ArtanisA/MineralsDepleted02,광물 지대가 소진됐다. /// We've depleted a mineral field.=1475
VoiceOver/ArtanisA/MutationComplete00,변이 완료. /// Mutation complete.=1476
VoiceOver/ArtanisA/MutationComplete01,너의 기괴한 저그가 새로운 무언가로 변이했다. /// Your grotesque zerg have mutated into something new.=1477
VoiceOver/ArtanisA/NeedCreep00,점막 위에 변태해야 한다. /// That must be morphed on creep.=1478
VoiceOver/ArtanisA/NeedGeyser00,베스핀 간헐천 위에 배치해야 한다. /// That can only be placed on a vespene geyser.=1479
VoiceOver/ArtanisA/NeedGeyserProtoss00,융화소는 베스핀 간헐천 위에 배치해야 한다. /// Our assimilator must be placed on a vespene geyser.=1480
VoiceOver/ArtanisA/NeedMoreFood00,수정탑을 더 건설해야 한다. /// We must construct additional pylons.=1481
VoiceOver/ArtanisA/NeedMoreFood01,보급품이 부족하다. /// Our supply is constrained.=1482
VoiceOver/ArtanisA/NeedMoreFood02,수정탑이 더 필요하다. /// We require additional pylons.=1483
VoiceOver/ArtanisA/NeedMoreFoodTerran00,보급고가 더 필요하다. /// We require additional supply depots.=1484
VoiceOver/ArtanisA/NeedMoreFoodTerran01,추가 보급고를 건설해야 한다. /// You must construct additional supply depots.=1485
VoiceOver/ArtanisA/NeedMoreFoodTerran02,그러려면 보급고가 더 있어야 한다. /// That necessitates additional supply depots.=1486
VoiceOver/ArtanisA/NeedMoreFoodZerg00,대군주를 더 생성해라. /// Spawn more overlords.=1487
VoiceOver/ArtanisA/NeedMoreFoodZerg01,너의 혐오스러운 무리에 대군주가 더 필요하다. /// Your disgusting brood needs more overlords.=1488
VoiceOver/ArtanisA/NeedMoreFoodZerg02,대군주가 더 있어야 한다. /// Additional overlords are required.=1489
VoiceOver/ArtanisA/NeedMoreGas00,베스핀 가스가 더 필요하다. /// We require more vespene gas.=1490
VoiceOver/ArtanisA/NeedMoreGas01,베스핀 가스가 부족하다. /// We have not enough vespene.=1491
VoiceOver/ArtanisA/NeedMoreGas02,베스핀 가스가 모자란다. /// More vespene is required.=1492
VoiceOver/ArtanisA/NeedMoreMinerals00,광물이 부족하다. /// There are not enough minerals.=1493
VoiceOver/ArtanisA/NeedMoreMinerals01,광물이 더 필요하다. /// More minerals required.=1494
VoiceOver/ArtanisA/NeedMoreMinerals02,광물이 모자란다. /// Insufficient minerals.=1495
VoiceOver/ArtanisA/NotEnoughEnergy00,에너지가 모자란다. /// Insufficient energy.=1496
VoiceOver/ArtanisA/NotEnoughEnergy01,에너지가 부족하다. /// Not enough energy.=1497
VoiceOver/ArtanisA/NukeReady00,핵탄두 준비 완료. /// Nuclear payload primed.=1498
VoiceOver/ArtanisA/NukeReady01,핵무기를 장전했다. /// Our nuclear weapon has been armed.=1499
VoiceOver/ArtanisA/PlaceInPowerField00,동력장 안에 배치해야 한다. /// That must be placed within the power field.=1500
VoiceOver/ArtanisA/PylonUnderAttack00,수정탑이 공격받고 있다. /// Our pylon is under attack.=1501
VoiceOver/ArtanisA/QueenDeployed00,새로운 여왕이 태어났다. /// A new queen has been birthed.=1502
VoiceOver/ArtanisA/QueenDeployed01,여왕이 등장했다. /// A queen has emerged.=1503
VoiceOver/ArtanisA/ResearchComplete00,연구 완료. /// Research complete.=1504
VoiceOver/ArtanisA/ResearchComplete01,연구를 완료했다. /// Our research is complete.=1505
VoiceOver/ArtanisA/SalvageComplete00,잔해 회수를 마쳤다. /// We have salvaged a wreckage.=1506
VoiceOver/ArtanisA/ThorRepaired00,아군 토르가 수리됐다. /// Our Thor has been repaired.=1507
VoiceOver/ArtanisA/Transmission00,신호 수신 중. /// We are receiving a transmission.=1508
VoiceOver/ArtanisA/TumorUnderAttack00,점막 종양이 공격받고 있다. /// A creep tumor is under attack.=1509
VoiceOver/ArtanisA/UpgradeComplete00,업그레이드 완료. /// Upgrade complete.=1510
VoiceOver/ArtanisA/UpgradeComplete01,업그레이드를 완료했다. /// Our upgrade has finished.=1511
VoiceOver/ArtanisA/WarpInComplete00,차원 이동 완료. /// Dimensional warp complete.=1512
VoiceOver/ArtanisA/WarpInComplete01,소환 완료. /// Warp in complete.=1513
VoiceOver/ArtanisA/WorkersUnderAttack00,탐사정이 공격받고 있다! /// Our probes are under attack!=1514
VoiceOver/ArtanisA/WorkersUnderAttack01,적이 아군 탐사정을 공격한다! /// The enemy is attacking our probes!=1515
VoiceOver/ArtanisA/WorkersUnderAttackTerran00,우리 건설로봇이 공격받고 있다. /// Our SCVs are under assault.=1516
VoiceOver/ArtanisA/WorkersUnderAttackTerran01,적이 우리 건설로봇을 공격한다. /// The enemy is attacking our SCVs.=1517
VoiceOver/ArtanisA/WorkersUnderAttackZerg00,일벌레가 공격받고 있다. /// Drones are under attack.=1518
VoiceOver/ArtanisA/WorkersUnderAttackZerg01,그대의 일벌레가 죽어나가고 있다. /// Your drones are being exterminated.=1519
VoiceOver/DVaA/AddOnComplete00,부속 건물 완성. /// Add-on complete. =1520
VoiceOver/DVaA/AddOnComplete01,부속 건물이 완성됐어! 오래도 걸렸네! /// Add-on's done! Took long enough!=1521
VoiceOver/DVaA/AddOnComplete02,부속 건물이 준비됐어. /// Add-on's finished.=1522
VoiceOver/DVaA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있어! 캐리할 준비를 해. /// Your ally's base is under attack! Get ready to carry.=1523
VoiceOver/DVaA/AllyBaseUnderAttack01,동맹 기지가 공격받고 있어. /// Our ally's base is under attack.=1524
VoiceOver/DVaA/AllyBaseUnderAttack02,적이 동맹 기지를 노리고 있어! /// Your allies' base is besieged!=1525
VoiceOver/DVaA/AllyBaseUnderAttack03,동맹 기지가 위험해. /// Our allies' base is threatened.=1526
VoiceOver/DVaA/AllyUnderAttack00,동맹이 공격받고 있어! 가서 도와 줘! /// Your ally's being attacked! 가서 도와 줘!=1527
VoiceOver/DVaA/AllyUnderAttack01,동맹이 지금 공격 받고 있어. /// Our allies are being attacked.=1528
VoiceOver/DVaA/AllyUnderAttack02,동맹이 교전을 펼치고 있어. /// Your allies are in battle.=1529
VoiceOver/DVaA/AllyUnderAttack03,동맹이 전투 중이야. /// Our allies are in combat.=1530
VoiceOver/DVaA/BadLZ00,거기엔 착륙 못 하는데, 뭐 하삼? /// You can't land there! 뭐 하삼?=1531
VoiceOver/DVaA/BadLZ01,거긴 착륙 불가 지역이야. /// Unacceptable landing zone.=1532
VoiceOver/DVaA/BaseUnderAttack00,기지가 공격받고 있어! 자, 침착하게. /// Your base is under attack! Stay cool.=1533
VoiceOver/DVaA/BaseUnderAttack01,우리 기지가 공격받고 있어. /// Base is under attack.=1534
VoiceOver/DVaA/BaseUnderAttack02,있잖아, 녀석들이 우리 기지를 공격 중이야. /// They're attacking your base, you know.=1535
VoiceOver/DVaA/BuildError00,거기엔 건설 못 해! /// You can't build there!=1536
VoiceOver/DVaA/BuildErrorProtoss00,거기엔 소환 못 해! 집중해, 집중! /// You can't warp in there! Pay attention!=1537
VoiceOver/DVaA/BuildErrorZerg00,어쩔, 그건 안 돼. /// LOL, you can't do that.=1538
VoiceOver/DVaA/CalldownLaunch00,핵 공격 감지. GG! /// Nuke detected. GG!=1539
VoiceOver/DVaA/CalldownLaunch01,핵 공격이야! 탐지기는 있겠지? /// Incoming nuke! Hope you have detection!=1540
VoiceOver/DVaA/CalldownLaunch02,핵 공격이 감지됐어. /// Nuclear launch detected.=1541
VoiceOver/DVaA/CommandCenterUpgraded00,사령부 업그레이드 완료! /// CC's upgraded!=1542
VoiceOver/DVaA/ConstructInterrupt00,건설로봇이 방해를 받았어. 아, 멍청한 테란. /// Your SCV's been interrupted. Stupid Terran.=1543
VoiceOver/DVaA/Countdown00,오... 사... 삼... 이... 일... /// Five... Four... Three... Two...  One...=1544
VoiceOver/DVaA/EvolutionComplete00,진화 완료. 하하, 너무 구식이잖아! /// Evolution complete. Haha, so old school!=1545
VoiceOver/DVaA/EvolutionComplete01,저그가 진화를 마쳤어. 앗싸! /// You've evolved your zerg. 앗싸!=1546
VoiceOver/DVaA/EvolutionComplete02,진화 완료. /// Evolution complete.=1547
VoiceOver/DVaA/ForcesUnderAttack00,적과 교전 중이야. APM을 올릴 시간이야! /// You're engaging the opponent. Time to raise your APM!=1548
VoiceOver/DVaA/ForcesUnderAttack01,우리 병력이 공격을 받고 있어! 어마무시한데! /// Your forces are taking damage! Terrible, terrible damage!=1549
VoiceOver/DVaA/ForcesUnderAttack02,아군이 공격받고 있어. /// Your forces are under attack.=1550
VoiceOver/DVaA/ForcesUnderAttack03,우리 병력이 공격받고 있어. /// Our forces are under attack.=1551
VoiceOver/DVaA/ForcesUnderAttack04,우리 전사들이 적과 교전 중이야. /// Your warriors have engaged the enemy.=1552
VoiceOver/DVaA/GamePaused00,잠깐 자리 비움! /// AFK!=1553
VoiceOver/DVaA/GameResumed00,돌아왔습니다. 나 보고 싶었쪙? (웃음) /// Okay, back. Did you miss me?=1554
VoiceOver/DVaA/GeyserExhausted00,베스핀 간헐천이 고갈됐어. /// Vepsene geyser exhausted.=1555
VoiceOver/DVaA/GeyserExhausted01,간헐천이 말랐어! 황금 가스도 있으면 좋을 텐데. /// Geyser's empty! If only this game had gold gas.=1556
VoiceOver/DVaA/LandingInterrupt00,착륙 지역에 장애물이 있어! 마이크로 컨트롤, 알지? /// Clear the landing zone! And work on that micro.=1557
VoiceOver/DVaA/LandingInterrupt01,착륙 작업이 방해를 받았어. /// Landing sequence interrupted.=1558
VoiceOver/DVaA/MULEDeployed00,지게로봇 배치! 저것 봐! /// MULE deployed! 저것 봐!=1559
VoiceOver/DVaA/MaxSupply00,보급품이 꽉 찼어. 어택땅으로 고고! /// You're at max supply. Attack move to win.=1560
VoiceOver/DVaA/MaxSupply01,우와, 보급품이 꽉 찼잖아. 여유 공간을 만들 시간이야! /// Wow, you're capped out. Time to make some room!=1561
VoiceOver/DVaA/MetamorphosisComplete00,변형 완료. 완전 멋져! /// Metamorphosis complete. 완전 멋져!=1562
VoiceOver/DVaA/MetamorphosisComplete01,변형이 끝났어. /// Metamorphosis is done.=1563
VoiceOver/DVaA/MetamorphosisComplete02,변형 완료. /// Metamorphosis complete.=1564
VoiceOver/DVaA/MineralsDepleted00,광맥이 고갈됐어. /// Mineral field depleted.=1565
VoiceOver/DVaA/MineralsDepleted01,저 광물 지대는 다 썼어. 후반을 준비해야겠는데. /// That mineral field's gone. Looks like we're going to the late game.=1566
VoiceOver/DVaA/MineralsDepleted02,저 광물 지대는 모두 채취했어. 확장 기지는 있지? /// That field's been mined out. Hope you have an expansion!=1567
VoiceOver/DVaA/MutationComplete00,변이 완료. 아주 창조적이야! /// Mutation complete. So creative!=1568
VoiceOver/DVaA/MutationComplete01,고수로 변이! /// Gosu mutation!=1569
VoiceOver/DVaA/MutationComplete02,변이 완료. /// Mutation complete.=1570
VoiceOver/DVaA/NeedCreep00,점막이 있어야 돼. 저그의 약점 중 하나지! /// That requires creep. Zerg's one weakness!=1571
VoiceOver/DVaA/NeedCreep01,점막 없이는 불가능해. 그거까지 되면 사기지. /// Zerg can't do that without creep. They're not THAT OP.=1572
VoiceOver/DVaA/NeedCreep02,그건 점막 위에 배치해야 돼. /// We must place that on creep.=1573
VoiceOver/DVaA/NeedGeyser00,아마 간헐천이 있어야 할걸? /// Don't you need a geyser for that?=1574
VoiceOver/DVaA/NeedGeyser01,응, 안 돼. 간헐천 있어야 돼. /// Pretty sure that requires a geyser.=1575
VoiceOver/DVaA/NeedMoreFood00,추가 보급고가 필요해. /// Additional supply depots required.=1576
VoiceOver/DVaA/NeedMoreFood01,보급고가 더 있어야 돼! /// You need more supply depots!=1577
VoiceOver/DVaA/NeedMoreFood02,보급고가 모자라! 더 건설해! /// You're out of supply! Build more depots!=1578
VoiceOver/DVaA/NeedMoreFoodProtoss00,수정탑을 더 건설해야 돼. /// You must construct additional pylons.=1579
VoiceOver/DVaA/NeedMoreFoodProtoss01,보급품이 부족해! 수정탑 고고! /// You're out of supply! Probes and pylons!=1580
VoiceOver/DVaA/NeedMoreFoodProtoss02,수정탑을 더 소환해. 전진 수정탑도 괜찮고. /// Warp in more pylons. Try for a proxy, maybe.=1581
VoiceOver/DVaA/NeedMoreFoodZerg00,맙소사, 대군주를 더 생성해. /// OMG, spawn more overlords.=1582
VoiceOver/DVaA/NeedMoreFoodZerg01,대군주가 더 필요하겠어. /// You're gonna need more overlords.=1583
VoiceOver/DVaA/NeedMoreFoodZerg02,인구수가 막혔어! 대군주를 더 만들어! /// You're supply blocked! More overlords, please!=1584
VoiceOver/DVaA/NeedMoreFoodZerg03,(저그 여왕 흉내내며) 대군주를 (원래 D.Va 목소리로) 더 생성해. /// Spawn more overlords.=1585
VoiceOver/DVaA/NeedMoreGas00,베스핀 가스가 부족해. /// Insufficient vespene gas.=1586
VoiceOver/DVaA/NeedMoreGas01,베스핀 가스가 더 필요해. 확장 타이밍일지도 몰라. /// Need more vepsene gas. Might be time to expand.=1587
VoiceOver/DVaA/NeedMoreGas02,베스핀 가스가 없어! /// Not enough vespene gas!=1588
VoiceOver/DVaA/NeedMoreGas03,베스핀 가스가 더 있어야 돼. /// You require more vespene gas.=1589
VoiceOver/DVaA/NeedMoreMinerals00,광물이 부족해. /// Not enough minerals.=1590
VoiceOver/DVaA/NeedMoreMinerals01,광물이 더 필요해. 바위는 널려 있는데 말이야! /// Need more minerals. But there are plenty of rocks!=1591
VoiceOver/DVaA/NeedMoreMinerals02,광물이 부족해. 일꾼 좀 더 붙여야 하지 않겠어? /// You're short on minerals. Are you saturated yet?=1592
VoiceOver/DVaA/NeedMoreMinerals03,광물이 모자라. /// You have not enough minerals.=1593
VoiceOver/DVaA/NeedMoreMinerals04,광물이 더 있어야 돼. /// We require more minerals.=1594
VoiceOver/DVaA/NotEnoughEnergy00,에너지가 모자라. /// Not enough energy.=1595
VoiceOver/DVaA/NotEnoughEnergy01,에너지가 더 필요해! 설마 자동 시전 켜 놓은 거야? /// Need more energy! Are you auto-casting?=1596
VoiceOver/DVaA/NukeReady00,핵이 준비됐어! 이것도 너프해 보시지! /// Nuke's ready! Nerf this!=1597
VoiceOver/DVaA/NukeReady01,우리한테 핵 미사일이 있어! 핵이득! /// We have a nuke! OP!=1598
VoiceOver/DVaA/NukeReady02,핵 미사일이 준비됐어. /// Nuclear missile ready.=1599
VoiceOver/DVaA/PlaceInPowerField00,그건 동력장 안에다 해야 돼. 프로토스의 약점이지! /// Protoss need a power field for that. Their one weakness!=1600
